target_label,xBmin,xBmax,Q2min,Q2max,t_abs_min,t_abs_max,n_pass1,n_pass2,fit_ok,A,A_err,B,pass1_fit_chi2,pass1_fit_ndf,pass1_fit_chi2_ndf,pass2_vs_pass1_fit_chi2,pass2_vs_pass1_fit_ndf,pass2_vs_pass1_fit_chi2_ndf,pass2_vs_pass1_fit_pseudo_sigma,output_file
Sp19 Inb,0.155,0.204,2.51,3.295,0.25,0.4,16,23,1,0.280185582242,0.0266150931121,0.097555585425,34.1608590002,14,2.44006135716,26.9533074204,23,1.17188293132,0.582883379344,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_030_10p2_GeV_Sp19_Inb_xB_0p155_0p204_Q2_2p51_3p295_t_0p25_0p4.png
Sp19 Inb,0.155,0.204,2.51,3.295,0.4,0.6,9,15,1,0.208083944868,0.0473481341992,0.356224421895,11.9661698285,7,1.70945283264,16.2642422273,15,1.08428281515,0.230817995348,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_031_10p2_GeV_Sp19_Inb_xB_0p155_0p204_Q2_2p51_3p295_t_0p4_0p6.png
Sp19 Inb,0.155,0.204,2.51,3.295,0.6,0.8,3,13,1,0.13174706138,0.028694962539,-0.687896409268,0.481827303276,1,0.481827303276,23.9300861316,13,1.84077585628,2.14356624886,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_032_10p2_GeV_Sp19_Inb_xB_0p155_0p204_Q2_2p51_3p295_t_0p6_0p8.png
Sp19 Inb,0.204,0.268,1.456,1.912,0.15,0.25,5,10,1,0.652805356772,0.0781669731887,0.289836823004,7.61307771082,3,2.53769257027,28.0585739725,10,2.80585739725,4.03801989792,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_033_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_1p456_1p912_t_0p15_0p25.png
Sp19 Inb,0.204,0.268,1.456,1.912,0.25,0.4,0,9,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_034_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_1p456_1p912_t_0p25_0p4.png
Sp19 Inb,0.204,0.268,1.456,1.912,0.4,0.6,0,6,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_035_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_1p456_1p912_t_0p4_0p6.png
Sp19 Inb,0.204,0.268,1.456,1.912,0.6,0.8,0,5,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_036_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_1p456_1p912_t_0p6_0p8.png
Sp19 Inb,0.204,0.268,1.456,1.912,0.8,1,0,3,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_037_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_1p456_1p912_t_0p8_1.png
Sp19 Inb,0.204,0.268,1.912,2.51,0.15,0.25,4,15,1,0.119736133831,0.0225962625183,-0.894630580034,2.85271984563,2,1.42635992282,15.8561525382,15,1.05707683588,0.156311352618,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_038_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_1p912_2p51_t_0p15_0p25.png
Sp19 Inb,0.204,0.268,1.912,2.51,0.25,0.4,4,18,1,0.250237472117,0.0514471300262,-0.114691784234,1.45885558857,2,0.729427794283,13.8345307192,18,0.768585039957,-0.69424488013,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_039_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_1p912_2p51_t_0p25_0p4.png
Sp19 Inb,0.204,0.268,1.912,2.51,0.4,0.6,4,15,1,0.109975750464,0.103916858044,-0.701201780774,2.29653010734,2,1.14826505367,18.1131072996,15,1.20754048664,0.568373030642,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_040_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_1p912_2p51_t_0p4_0p6.png
Sp19 Inb,0.204,0.268,1.912,2.51,0.6,0.8,1,13,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_041_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_1p912_2p51_t_0p6_0p8.png
Sp19 Inb,0.204,0.268,1.912,2.51,0.8,1,4,10,1,0.145615610034,0.098902684523,-0.0729067479475,0.619064076886,2,0.309532038443,15.8375960539,10,1.58375960539,1.30532616018,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_042_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_1p912_2p51_t_0p8_1.png
Sp19 Inb,0.204,0.268,2.51,3.295,0.15,0.25,15,17,1,0.410493254487,0.026479854121,0.0582063470402,25.3156300743,13,1.94735615956,39.9998724312,17,2.35293367242,3.94444558041,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_043_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_2p51_3p295_t_0p15_0p25.png
Sp19 Inb,0.204,0.268,2.51,3.295,0.25,0.4,19,22,1,0.311498470347,0.0272074472384,-0.196434585745,23.6175145854,17,1.38926556384,37.0186186003,22,1.68266448183,2.26414194394,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_044_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_2p51_3p295_t_0p25_0p4.png
Sp19 Inb,0.204,0.268,2.51,3.295,0.4,0.6,0,22,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_045_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_2p51_3p295_t_0p4_0p6.png
Sp19 Inb,0.204,0.268,2.51,3.295,0.6,0.8,15,17,1,0.27998931215,0.0394704800143,0.151103925078,27.9084149195,13,2.14680114766,9.39357439786,17,0.552563199874,-1.30449122876,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_046_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_2p51_3p295_t_0p6_0p8.png
Sp19 Inb,0.204,0.268,2.51,3.295,0.8,1,8,12,1,0.0160305811112,0.0105390979869,-0.949999951776,6.86031987759,6,1.14338664627,11.9900459076,12,0.999170492301,-0.00203187059912,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_047_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_2p51_3p295_t_0p8_1.png
Sp19 Inb,0.204,0.268,3.295,4.326,0.15,0.25,5,14,1,-0.0195110132372,0.0134146967419,-0.949999951776,10.250061554,3,3.41668718468,59.3154515727,14,4.23681796948,8.56381538643,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_048_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_3p295_4p326_t_0p15_0p25.png
Sp19 Inb,0.204,0.268,3.295,4.326,0.25,0.4,7,21,1,0.036104384837,0.00668678612683,-0.949999951776,8.18534335163,5,1.63706867033,27.1279092518,21,1.29180520247,0.945556925819,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_049_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_3p295_4p326_t_0p25_0p4.png
Sp19 Inb,0.204,0.268,3.295,4.326,0.4,0.6,0,19,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_050_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_3p295_4p326_t_0p4_0p6.png
Sp19 Inb,0.204,0.268,3.295,4.326,0.6,0.8,3,11,1,0.591820698963,0.109175174439,0.949999951776,0.466624128887,1,0.466624128887,60.2938334987,11,5.48125759079,10.5094806138,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_051_10p2_GeV_Sp19_Inb_xB_0p204_0p268_Q2_3p295_4p326_t_0p6_0p8.png
Sp19 Inb,0.268,0.357,1.456,1.912,0.15,0.25,0,4,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_052_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_1p456_1p912_t_0p15_0p25.png
Sp19 Inb,0.268,0.357,1.456,1.912,0.25,0.4,0,6,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_053_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_1p456_1p912_t_0p25_0p4.png
Sp19 Inb,0.268,0.357,1.456,1.912,0.4,0.6,0,4,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_054_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_1p456_1p912_t_0p4_0p6.png
Sp19 Inb,0.268,0.357,1.456,1.912,0.6,0.8,0,1,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_055_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_1p456_1p912_t_0p6_0p8.png
Sp19 Inb,0.268,0.357,1.912,2.51,0.15,0.25,10,8,1,0.457076460028,0.0725120148793,0.949999951776,19.1892503058,8,2.39865628823,6.53353167643,8,0.816691459554,-0.366617080891,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_056_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_1p912_2p51_t_0p15_0p25.png
Sp19 Inb,0.268,0.357,1.912,2.51,0.25,0.4,8,12,1,0.299203713206,0.0499212285115,-0.498287162287,9.98660734707,6,1.66443455784,19.216925986,12,1.60141049883,1.47314884809,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_057_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_1p912_2p51_t_0p25_0p4.png
Sp19 Inb,0.268,0.357,1.912,2.51,0.4,0.6,2,10,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_058_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_1p912_2p51_t_0p4_0p6.png
Sp19 Inb,0.268,0.357,1.912,2.51,0.6,0.8,5,1,1,-0.0275880151728,0.0284649765747,0.949999951776,8.16539732803,3,2.72179910934,0.0669757145664,1,0.0669757145664,-0.659747799242,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_059_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_1p912_2p51_t_0p6_0p8.png
Sp19 Inb,0.268,0.357,1.912,2.51,0.8,1,0,1,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_060_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_1p912_2p51_t_0p8_1.png
Sp19 Inb,0.268,0.357,2.51,3.295,0.15,0.25,4,10,1,0.348121482725,0.0437003194524,-0.419143009487,2.4325422347,2,1.21627111735,11.3495317471,10,1.13495317471,0.301764472422,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_061_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_2p51_3p295_t_0p15_0p25.png
Sp19 Inb,0.268,0.357,2.51,3.295,0.25,0.4,1,13,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_062_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_2p51_3p295_t_0p25_0p4.png
Sp19 Inb,0.268,0.357,2.51,3.295,0.4,0.6,0,9,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_063_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_2p51_3p295_t_0p4_0p6.png
Sp19 Inb,0.268,0.357,2.51,3.295,0.6,0.8,2,8,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_064_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_2p51_3p295_t_0p6_0p8.png
Sp19 Inb,0.268,0.357,2.51,3.295,0.8,1,5,4,1,0.058193952531,0.0372125215514,-0.902428429687,3.98466265358,3,1.32822088453,1.12536289822,4,0.281340724554,-1.01633769406,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_065_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_2p51_3p295_t_0p8_1.png
Sp19 Inb,0.268,0.357,3.295,4.326,0.25,0.4,17,11,1,0.239481781866,0.0266328344368,-0.225758363227,14.3464067593,15,0.956427117289,1.62596800615,11,0.147815273287,-1.99855033623,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_066_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_3p295_4p326_t_0p25_0p4.png
Sp19 Inb,0.268,0.357,3.295,4.326,0.4,0.6,1,13,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_067_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_3p295_4p326_t_0p4_0p6.png
Sp19 Inb,0.268,0.357,3.295,4.326,0.6,0.8,12,11,1,0.218753433082,0.0359384922647,-0.265906846009,26.4178185032,10,2.64178185032,2.89630263197,11,0.26330023927,-1.72771408399,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_068_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_3p295_4p326_t_0p6_0p8.png
Sp19 Inb,0.268,0.357,3.295,4.326,0.8,1,9,9,1,0.0687140131862,0.0136898534457,-0.887430495273,15.9089653524,7,2.27270933606,16.3394118153,9,1.8154902017,1.72991595484,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_069_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_3p295_4p326_t_0p8_1.png
Sp19 Inb,0.268,0.357,4.326,5.761,0.25,0.4,0,9,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_070_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_4p326_5p761_t_0p25_0p4.png
Sp19 Inb,0.268,0.357,4.326,5.761,0.4,0.6,0,10,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_071_10p2_GeV_Sp19_Inb_xB_0p268_0p357_Q2_4p326_5p761_t_0p4_0p6.png
Sp19 Inb,0.357,0.446,1.912,2.51,0.25,0.4,0,8,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_072_10p2_GeV_Sp19_Inb_xB_0p357_0p446_Q2_1p912_2p51_t_0p25_0p4.png
Sp19 Inb,0.357,0.446,1.912,2.51,0.4,0.6,0,5,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_073_10p2_GeV_Sp19_Inb_xB_0p357_0p446_Q2_1p912_2p51_t_0p4_0p6.png
Sp19 Inb,0.357,0.446,2.51,3.295,0.25,0.4,12,10,1,0.252780873922,0.0538001740921,0.588270048157,19.9842695654,10,1.99842695654,5.69312030517,10,0.569312030517,-0.963047576855,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_074_10p2_GeV_Sp19_Inb_xB_0p357_0p446_Q2_2p51_3p295_t_0p25_0p4.png
Sp19 Inb,0.357,0.446,2.51,3.295,0.4,0.6,10,9,1,0.162603383964,0.0277853106326,-0.805248242632,8.60298596069,8,1.07537324509,2.47938951229,9,0.275487723588,-1.53692263111,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_075_10p2_GeV_Sp19_Inb_xB_0p357_0p446_Q2_2p51_3p295_t_0p4_0p6.png
Sp19 Inb,0.357,0.446,2.51,3.295,0.6,0.8,8,6,1,0.33494467955,0.0447620983896,-0.763577387188,49.1130405794,6,8.18550676324,16.524203435,6,2.75403390583,3.0380758431,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_076_10p2_GeV_Sp19_Inb_xB_0p357_0p446_Q2_2p51_3p295_t_0p6_0p8.png
Sp19 Inb,0.357,0.446,3.295,4.326,0.25,0.4,19,7,1,0.317106270111,0.0371701417169,0.427396845706,34.433983106,17,2.025528418,9.27792884617,7,1.3254184066,0.608802092415,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_077_10p2_GeV_Sp19_Inb_xB_0p357_0p446_Q2_3p295_4p326_t_0p25_0p4.png
Sp19 Inb,0.357,0.446,3.295,4.326,0.4,0.6,15,10,1,0.342434970305,0.0348662868191,-0.227576115423,19.9302270418,13,1.53309438783,6.14013269811,10,0.614013269811,-0.863092567115,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_078_10p2_GeV_Sp19_Inb_xB_0p357_0p446_Q2_3p295_4p326_t_0p4_0p6.png
Sp19 Inb,0.357,0.446,3.295,4.326,0.6,0.8,11,7,1,0.111958815718,0.0239500797508,-0.856950426229,4.95088871456,9,0.550098746062,7.04002260771,7,1.00571751539,0.0106964918401,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_079_10p2_GeV_Sp19_Inb_xB_0p357_0p446_Q2_3p295_4p326_t_0p6_0p8.png
Sp19 Inb,0.357,0.446,3.295,4.326,0.8,1,14,4,1,0.172727565024,0.0441485913095,-0.686660292402,25.3280934825,12,2.11067445687,2.4070635204,4,0.601765880099,-0.563188093364,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_080_10p2_GeV_Sp19_Inb_xB_0p357_0p446_Q2_3p295_4p326_t_0p8_1.png
Sp19 Inb,0.357,0.446,4.326,5.761,0.25,0.4,2,6,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_081_10p2_GeV_Sp19_Inb_xB_0p357_0p446_Q2_4p326_5p761_t_0p25_0p4.png
Sp19 Inb,0.357,0.446,4.326,5.761,0.4,0.6,1,9,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_082_10p2_GeV_Sp19_Inb_xB_0p357_0p446_Q2_4p326_5p761_t_0p4_0p6.png
Sp19 Inb,0.357,0.446,4.326,5.761,0.6,0.8,2,8,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_083_10p2_GeV_Sp19_Inb_xB_0p357_0p446_Q2_4p326_5p761_t_0p6_0p8.png
Sp19 Inb,0.446,0.581,2.51,3.295,0.4,0.6,0,3,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_084_10p2_GeV_Sp19_Inb_xB_0p446_0p581_Q2_2p51_3p295_t_0p4_0p6.png
Sp19 Inb,0.446,0.581,2.51,3.295,0.6,0.8,0,3,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_085_10p2_GeV_Sp19_Inb_xB_0p446_0p581_Q2_2p51_3p295_t_0p6_0p8.png
Sp19 Inb,0.446,0.581,3.295,4.326,0.4,0.6,0,4,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_086_10p2_GeV_Sp19_Inb_xB_0p446_0p581_Q2_3p295_4p326_t_0p4_0p6.png
Sp19 Inb,0.446,0.581,3.295,4.326,0.6,0.8,0,5,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_087_10p2_GeV_Sp19_Inb_xB_0p446_0p581_Q2_3p295_4p326_t_0p6_0p8.png
Sp19 Inb,0.446,0.581,3.295,4.326,0.8,1,0,2,0,0,0,0,0,0,,0,0,,0,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_088_10p2_GeV_Sp19_Inb_xB_0p446_0p581_Q2_3p295_4p326_t_0p8_1.png
Sp19 Inb,0.446,0.581,4.326,5.761,0.4,0.6,8,2,1,0.193273467212,0.0586283277226,-0.266696421493,4.6368992609,6,0.772816543483,0.19731946883,2,0.098659734415,-0.901340265585,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_089_10p2_GeV_Sp19_Inb_xB_0p446_0p581_Q2_4p326_5p761_t_0p4_0p6.png
Sp19 Inb,0.446,0.581,4.326,5.761,0.6,0.8,6,3,1,0.373906062884,0.0457133965474,-0.282409102611,4.11551741205,4,1.02887935301,3.21213407629,3,1.07071135876,0.0866033739965,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_090_10p2_GeV_Sp19_Inb_xB_0p446_0p581_Q2_4p326_5p761_t_0p6_0p8.png
Sp19 Inb,0.446,0.581,4.326,5.761,0.8,1,12,4,1,0.124942793774,0.0658609657573,0.243884828042,14.1758116595,10,1.41758116595,4.29273843515,4,1.07318460879,0.103498666303,../output/pass2_vs_pass1_model_comparison/pass1_pass2_bsa_comparison/10p2_GeV_Sp19_Inb/bsa_091_10p2_GeV_Sp19_Inb_xB_0p446_0p581_Q2_4p326_5p761_t_0p8_1.png
