
xB     Q2     -t     phi    sig              stat-err        sys-err
0.365  2.94   0.608  22.9   0.0938459        0.00700368      0.00716351
0.365  3.048  0.611  36.7   0.042386         0.00249234      0.00316707
0.365  3.047  0.609  51.8   0.023828         0.00152165      0.00153905
0.365  3.047  0.607  66.9   0.0143735        0.00130211      0.001005
0.365  3.048  0.606  82     0.00673325       0.000913912     0.000839102
0.365  3.05   0.606  97.1   0.00675617       0.00151598      0.00126738
0.365  3.052  0.605  112.2  0.00411172       0.000722915     0.000443135
0.365  3.053  0.605  127.3  0.00758468       0.00197242      0.000692164
0.365  3.054  0.605  142.3  0.00910889       0.00422856      0.00278994
0.365  3.055  0.605  157.4  0.0182152        0.014079        0.00210984
0.365  3.056  0.605  172.5  0.00918136       0.00762723      0.000538665
0.365  3.054  0.605  217.7  0.00323337       0.000808761     0.000502155
0.365  3.053  0.605  232.7  0.00505999       0.00121576      0.00073761
0.365  3.052  0.605  247.8  0.00636576       0.00109443      0.000921006
0.365  3.05   0.606  262.9  0.00736078       0.0013257       0.000531423
0.365  3.048  0.606  278    0.0106078        0.00127584      0.0010569
0.365  3.047  0.607  293.1  0.0173218        0.00173887      0.00140085
0.365  3.047  0.609  308.2  0.0232904        0.00185174      0.00144957
0.365  3.048  0.611  323.3  0.0436764        0.00248214      0.00303604
0.365  2.94   0.608  337.1  0.0740831        0.00411306      0.0102826
0.365  3.036  0.877  36.5   0.0192726        0.00120418      0.00115677
0.365  3.038  0.874  51.7   0.00960921       0.000704437     0.000741701
0.365  3.041  0.872  66.9   0.00645169       0.000690726     0.000461128
0.365  3.043  0.87   82     0.00454311       0.000967346     0.000773098
0.365  3.048  0.869  97.1   0.00282071       0.000730601     0.000325195
0.365  3.049  0.868  112.2  0.000786707      0.000422298     0.000198545
0.365  3.052  0.868  217.7  0.00283723       0.00168393      0.000165741
0.365  3.049  0.868  247.8  0.00122853       0.000706553     0.000331437
0.365  3.048  0.869  262.9  0.00342529       0.000912834     1485.17
0.365  3.043  0.87   278    0.0038581        0.000664514     0.000353548
0.365  3.041  0.872  293.1  0.00734117       0.000953312     0.000617877
0.365  3.038  0.874  308.3  0.013116         0.00124981      0.00093193
0.365  3.036  0.877  323.5  0.0175322        0.00108639      0.00154199
0.365  2.979  1.441  22.7   0.00986164       0.00103621      0.00136191
0.365  3.012  1.391  36.4   0.00527904       0.000534252     0.000341559
0.365  3.025  1.398  51.7   0.00180206       0.000267898     0.000538879
0.365  3.033  1.397  66.8   0.00137849       0.000415633     0.0000840784
0.365  3.04   1.396  82     0.00196742       0.000777341     0.000276577
0.368  3.056  1.389  172.7  0.00135436       0.000704957     0.0000789723
0.365  3.04   1.396  278    0.00112794       0.000495619     0.000178333
0.365  3.033  1.397  293.2  0.00100447       0.000947576     0.000389545
0.365  3.025  1.398  308.3  0.00429981       0.000736872     0.000299799
0.365  3.012  1.391  323.6  0.00428685       0.000409102     0.000412365
0.365  2.979  1.441  337.3  0.0104246        0.000798024     0.00118548
0.392  2.514  0.213  7.5    0.0856595        0.0195295       0.00507382
0.392  2.515  0.213  22.4   0.0467172        0.0122763       0.0146409
0.392  2.516  0.213  37.4   0.0609549        0.0152942       0.0077954
0.392  2.517  0.213  52.4   0.0587652        0.0167617       0.012238
0.392  2.519  0.213  82.4   0.0307752        0.0157775       0.0234315
0.392  2.518  0.213  292.6  0.0614514        0.0233816       0.00928743
0.392  2.517  0.213  307.6  0.109071         0.0316779       0.00654119
0.392  2.516  0.213  322.6  0.0479183        0.00842572      0.0100061
0.392  2.515  0.213  337.6  0.0391242        0.00583606      0.00327204
0.392  2.514  0.213  352.5  0.0481362        0.00972175      0.00288181
0.398  2.548  0.266  7.5    0.0623799        0.00732366      0.00516047
0.398  2.55   0.265  37.3   0.0188224        0.00223572      0.00248495
0.399  2.552  0.264  52.3   0.0317148        0.00360778      0.0032796
0.399  2.554  0.264  67.3   0.028729         0.00393038      0.00203019
0.399  2.556  0.263  82.3   0.0160092        0.00300233      0.00217145
0.399  2.559  0.263  97.3   0.0304759        0.0164191       0.00177704
0.399  2.559  0.263  262.7  0.00890165       0.00346358      0.000998144
0.399  2.556  0.263  277.7  0.0226011        0.00564443      0.0107213
0.399  2.554  0.264  292.7  0.0280679        0.00502798      0.00198059
0.399  2.552  0.264  307.7  0.0250837        0.00337464      0.00224261
0.398  2.55   0.265  322.7  0.0368843        0.00366979      0.00313687
0.398  2.549  0.265  337.6  0.049327         0.00456826      0.00309083
0.398  2.548  0.266  352.5  0.039102         0.00337046      0.00267914
0.398  2.549  0.345  7.4    0.0509549        0.00379351      0.0030669
0.398  2.55   0.344  22.3   0.0438153        0.00394863      0.00308241
0.399  2.552  0.344  37.2   0.0450622        0.0043856       0.00276186
0.399  2.554  0.343  52.2   0.0276           0.00257739      0.00251482
0.399  2.556  0.342  67.2   0.0223789        0.00298521      0.00265473
0.399  2.558  0.342  82.2   0.0143157        0.0042953       0.00132857
0.399  2.56   0.341  97.2   0.00994982       0.00449636      0.000580169
0.399  2.56   0.341  262.8  0.00945481       0.00601756      0.00267679
0.399  2.558  0.342  277.8  0.0158883        0.00485473      0.00248625
0.399  2.556  0.342  292.8  0.0224492        0.00406172      0.00274033
0.399  2.554  0.343  307.8  0.0348692        0.00396217      0.00393741
0.398  2.55   0.344  337.7  0.0406899        0.00264109      0.00255837
0.398  2.549  0.345  352.6  0.0487007        0.0031166       0.00313732
0.398  2.549  0.455  7.4    0.0499663        0.00314916      0.00298589
0.398  2.55   0.454  22.2   0.0471059        0.00337316      0.00548253
0.399  2.551  0.452  37.1   0.0290117        0.00247982      0.00180011
0.399  2.554  0.451  52     0.023447         0.00216422      0.00195219
0.399  2.556  0.45   67.1   0.0149415        0.00195552      0.00533888
0.399  2.558  0.449  82.1   0.0518355        0.0276731       0.0030225
0.4    2.562  0.448  112.2  0.0120295        0.00758889      0.000701435
0.399  2.558  0.449  277.9  0.0675307        0.0355236       0.00402138
0.399  2.556  0.45   292.9  0.032983         0.00587249      0.00594984
0.399  2.554  0.451  308    0.0195712        0.00209506      0.0021592
0.399  2.551  0.452  322.9  0.035855         0.00254594      0.00212068
0.398  2.55   0.454  337.8  0.0389748        0.00217633      0.00233689
0.398  2.549  0.455  352.6  0.0511578        0.0029253       0.00309516
0.398  2.547  0.621  7.2    0.0509841        0.00221459      0.00318607
0.398  2.548  0.618  21.9   0.0348491        0.00217471      0.00241676
0.399  2.55   0.614  36.9   0.0174584        0.00137027      0.0011184
0.399  2.553  0.611  51.9   0.0172164        0.00153487      0.00126028
0.399  2.555  0.609  67     0.00875862       0.00117994      0.000851397
0.4    2.562  0.606  112.2  0.0136766        0.0109658       1814.95
0.4    2.563  0.606  127.3  0.00749726       0.00211971      0.000633043
0.4    2.562  0.606  247.8  0.0233311        0.0174582       0.00136043
0.399  2.555  0.609  293    0.0101457        0.00184703      0.00266357
0.399  2.553  0.611  308.1  0.0185196        0.00187883      0.00132453
0.399  2.55   0.614  323.1  0.0230299        0.00154446      0.00137572
0.398  2.548  0.618  338.1  0.0326787        0.00153403      0.00211621
0.398  2.547  0.621  352.8  0.0472593        0.00188885      0.00309888
0.4    2.511  0.873  7.9    0.0485215        0.0022966       0.00293314
0.399  2.542  0.903  21.4   0.0262208        0.00138946      0.00226233
0.399  2.547  0.888  36.5   0.0166755        0.00137211      0.00110492
0.399  2.551  0.88   51.7   0.00843501       0.000800941     0.000576925
0.399  2.554  0.876  66.8   0.00392856       0.000881403     0.00159652
0.4    2.56   0.869  112.1  0.0107375        0.00920724      0.00217224
0.4    2.563  0.87   127.3  0.0123643        0.00544037      0.0030013
0.4    2.565  0.869  142.4  0.0085347        0.00716288      0.000503282
0.4    2.566  0.869  202.6  0.00283409       0.00215156      0.00161848
0.4    2.565  0.869  217.6  0.0105226        0.0044101       0.00351616
0.4    2.563  0.87   232.7  0.0177307        0.00907951      0.00179021
0.399  2.554  0.876  293.2  0.00482744       0.00116855      0.000489335
0.399  2.551  0.88   308.3  0.00797684       0.000993945     0.00122565
0.399  2.547  0.888  323.5  0.0143322        0.00109732      0.00111632
0.399  2.542  0.903  338.6  0.0276152        0.00117445      0.00266326
0.4    2.511  0.873  352.1  0.0538866        0.00244704      0.00341881
0.4    2.528  1.433  20.9   0.01353          0.000879908     0.000804786
0.4    2.541  1.425  36.2   0.00554432       0.000606648     0.000594729
0.4    2.548  1.416  51.5   0.00244086       0.000459645     0.000588233
0.399  2.551  1.408  66.7   0.00274725       0.00239876      0.000160191
0.402  2.569  1.392  142.1  0.00489          0.0033912       0.000285134
0.402  2.569  1.392  217.9  0.00124812       0.000530015     0.00126883
0.402  2.567  1.402  247.5  0.00162557       0.000871554     0.000403727
0.399  2.551  1.408  293.3  0.00365665       0.00293123      0.000241273
0.4    2.548  1.416  308.5  0.00182966       0.000504098     0.000527191
0.4    2.541  1.425  323.8  0.00601526       0.000554297     0.000606901
0.4    2.528  1.433  339.1  0.0119044        0.000588063     0.00149646
0.39   3.203  0.215  22.4   0.0910879        0.0215216       0.026927
0.391  3.204  0.215  37.4   0.0660367        0.0126901       0.00425448
0.391  3.204  0.215  52.4   0.0653359        0.0142222       0.00401202
0.391  3.205  0.215  67.4   0.0386428        0.0116529       0.00881402
0.391  3.205  0.215  292.6  0.0198881        0.0107444       0.00204401
0.391  3.204  0.215  307.6  0.0478572        0.00945036      0.00387997
0.39   3.203  0.215  337.6  0.0833194        0.0121745       0.00497239
0.39   3.203  0.215  352.5  0.0778534        0.0129495       0.00459699
0.398  3.263  0.266  7.5    0.0590832        0.00417054      0.00393514
0.398  3.263  0.266  22.4   0.0527899        0.00428331      0.00361605
0.398  3.264  0.265  37.3   0.0510263        0.0039035       0.0030942
0.398  3.265  0.265  52.3   0.043981         0.00312189      0.00322083
0.399  3.266  0.264  67.3   0.0424732        0.00348932      0.003041
0.399  3.268  0.264  82.3   0.0518148        0.00551742      0.00398889
0.399  3.271  0.263  262.7  0.0230145        0.00303738      0.0682961
0.399  3.268  0.264  277.7  0.0336496        0.00363648      0.00388341
0.399  3.266  0.264  292.7  0.0445007        0.00417633      0.0045944
0.398  3.265  0.265  307.7  0.0514128        0.00416317      0.00309385
0.398  3.264  0.265  322.7  0.0528026        0.00358947      0.00332774
0.398  3.263  0.266  337.6  0.0475229        0.00289282      0.00333789
0.398  3.263  0.266  352.5  0.0498861        0.00324753      0.00304334
0.398  3.274  0.345  7.4    0.0727875        0.00515588      0.00437805
0.398  3.272  0.345  22.3   0.0628778        0.00449174      0.00388637
0.399  3.271  0.344  37.2   0.0433245        0.00296389      0.00293504
0.399  3.27   0.343  52.2   0.0347922        0.00261804      0.00224427
0.399  3.27   0.342  67.2   0.0288729        0.00203463      0.00210776
0.399  3.271  0.342  82.2   0.0266193        0.00229054      0.00235834
0.399  3.272  0.341  97.2   0.0274026        0.00344358      0.00449951
0.4    3.273  0.341  112.3  0.0153469        0.00200406      0.002337
0.4    3.275  0.341  232.7  0.0244831        0.00624312      0.00145166
0.4    3.273  0.341  247.7  0.0149808        0.00193354      0.00144323
0.399  3.272  0.341  262.8  0.015786         0.00131347      0.00121689
0.399  3.271  0.342  277.8  0.0248964        0.0021145       0.00196336
0.399  3.27   0.342  292.8  0.0218718        0.00182353      0.00418773
0.399  3.27   0.343  307.8  0.0381026        0.00307402      0.00409213
0.399  3.271  0.344  322.8  0.0428979        0.00275604      0.00266967
0.398  3.272  0.345  337.7  0.0668601        0.00381574      0.0040114
0.398  3.274  0.345  352.6  0.0642924        0.00400747      0.00388285
0.399  3.253  0.452  7.5    0.0633841        0.0030984       0.00399819
0.399  3.273  0.453  22.2   0.053979         0.00290499      0.0032307
0.399  3.272  0.452  37     0.0418108        0.00255668      0.00260749
0.399  3.269  0.45   52     0.0301924        0.00198056      0.00209664
0.399  3.269  0.449  67.1   0.0201805        0.00172461      0.00147308
0.399  3.269  0.449  82.1   0.0154301        0.00171836      0.00155531
0.4    3.27   0.448  97.2   0.010964         0.00138045      0.000846108
0.4    3.272  0.448  112.2  0.0107741        0.0014165       0.000788847
0.4    3.273  0.448  127.3  0.00533856       0.000784452     0.00064482
0.4    3.274  0.447  142.4  0.0126118        0.00449821      0.000753126
0.4    3.275  0.447  157.4  0.00988833       0.0047461       0.000691378
0.4    3.276  0.447  172.5  0.00100069       0.000785499     0.000856342
0.4    3.276  0.447  187.5  0.00995197       0.00479727      0.00225325
0.4    3.275  0.447  202.6  0.00860266       0.00425639      0.000526128
0.4    3.274  0.447  217.6  0.00629407       0.00128817      0.00151527
0.4    3.273  0.448  232.7  0.00501703       0.000853896     0.00119548
0.4    3.272  0.448  247.8  0.00753464       0.00125126      0.000675858
0.4    3.27   0.448  262.8  0.00976198       0.00096337      0.00090419
0.399  3.269  0.449  277.9  0.0148322        0.00146438      0.00108011
0.399  3.269  0.449  292.9  0.0182047        0.00181171      0.00194582
0.399  3.269  0.45   308    0.0341985        0.00290121      0.00220291
0.399  3.272  0.452  323    0.0379277        0.00205825      0.0025997
0.399  3.273  0.453  337.8  0.0553387        0.00233516      0.00358548
0.399  3.253  0.452  352.5  0.0674242        0.00283518      0.00416041
0.4    3.131  0.606  7.6    0.0630531        0.00347954      0.00391293
0.4    3.226  0.611  22.4   0.0570217        0.00326035      0.00343227
0.399  3.27   0.612  36.8   0.0308169        0.00176417      0.00189897
0.399  3.266  0.61   51.9   0.0181178        0.00122141      0.00121779
0.399  3.266  0.608  67     0.0146786        0.00127913      0.00104242
0.4    3.267  0.607  82.1   0.00826663       0.00107761      0.000841775
0.4    3.268  0.606  97.1   0.00642578       0.000983013     0.000792574
0.4    3.27   0.606  112.2  0.0070277        0.0013021       0.000614149
0.4    3.272  0.605  127.3  0.00174166       0.000504042     0.000388975
0.4    3.273  0.605  142.3  0.0021969        0.000880958     0.000348135
0.4    3.274  0.605  157.4  0.00243309       0.00100767      0.000730937
0.4    3.275  0.605  187.5  0.00313563       0.00132613      0.000279828
0.4    3.273  0.605  217.7  0.010873         0.00481387      0.000786304
0.4    3.272  0.605  232.7  0.00274156       0.000782228     0.000639419
0.4    3.27   0.606  247.8  0.00597863       0.00117071      0.000381542
0.4    3.268  0.606  262.9  0.00580045       0.000833379     0.000709908
0.4    3.267  0.607  277.9  0.00909029       0.0012827       0.000908329
0.399  3.266  0.608  293    0.0124233        0.00137097      0.000845355
0.399  3.266  0.61   308.1  0.0168633        0.0013305       0.00138943
0.399  3.27   0.612  323.2  0.0294258        0.001552        0.00207208
0.4    3.226  0.611  337.6  0.053613         0.00237872      0.00342673
0.4    3.131  0.606  352.4  0.0763685        0.00391052      0.00667906
0.4    3.145  0.879  23.2   0.0489963        0.00352263      0.0029996
0.399  3.258  0.881  36.5   0.0166373        0.00104463      0.00108821
0.4    3.257  0.876  51.7   0.00828647       0.000606038     0.000501535
0.399  3.259  0.873  66.9   0.00484532       0.000529839     0.0003533
0.4    3.263  0.872  82     0.00448735       0.000843079     0.000466625
0.4    3.265  0.87   97.1   0.00237751       0.000537856     0.000173099
0.4    3.27   0.868  127.2  0.00372882       0.00179623      0.000734148
0.399  3.272  0.869  142.3  0.00226571       0.00150223      0.000132113
0.401  3.274  0.869  157.5  0.00367205       0.00285826      0.000214115
0.399  3.272  0.869  217.7  0.00420566       0.00332244      0.000333256
0.4    3.268  0.869  247.8  0.00801359       0.00428945      0.000639626
0.4    3.265  0.87   262.9  0.0053714        0.00128204      0.000677509
0.4    3.263  0.872  278    0.00367026       0.000529255     0.00034717
0.399  3.259  0.873  293.1  0.00541821       0.000733231     0.000545287
0.4    3.257  0.876  308.3  0.00847339       0.000819722     0.000674054
0.399  3.258  0.881  323.5  0.0137237        0.000759588     0.000945526
0.4    3.145  0.879  336.8  0.031879         0.00182361      0.0116062
0.4    3.183  1.457  22.9   0.00909672       0.000805077     0.000683571
0.4    3.232  1.401  36.4   0.00404275       0.00042961      0.000259756
0.4    3.241  1.402  51.6   0.0027136        0.000353519     0.00018693
0.399  3.251  1.401  66.8   0.00136075       0.000229552     0.000171318
0.4    3.254  1.396  81.9   0.000755422      0.000233461     0.000279313
0.398  3.258  1.391  157.1  0.00130604       0.000954115     0.000356626
0.397  3.264  1.388  171.9  0.00199973       0.00142656      0.000116603
0.397  3.264  1.388  188.1  0.000352272      0.0003396       0.0000205408
0.399  3.28   1.392  217.4  0.000823768      0.000752289     0.0000513936
0.4    3.259  1.391  248    0.000661641      0.000314071     0.000114469
0.4    3.254  1.396  278.1  0.000494366      0.000219643     0.000137
0.399  3.251  1.401  293.2  0.00110907       0.000274425     0.000259177
0.4    3.241  1.402  308.4  0.00210839       0.000520527     0.000222231
0.4    3.232  1.401  323.6  0.00371624       0.000331621     0.000266262
0.4    3.183  1.457  337.1  0.00707405       0.00049013      0.00134935
0.432  2.841  0.276  7.5    0.0298397        0.00476209      0.00304028
0.432  2.842  0.276  22.4   0.0444254        0.00775494      0.00860305
0.432  2.844  0.276  37.4   0.0209462        0.00409835      0.00398268
0.432  2.847  0.276  52.4   0.0329184        0.00852255      0.0110006
0.433  2.85   0.275  67.4   0.0332996        0.00764908      0.044848
0.433  2.853  0.275  277.6  0.0671624        0.0489796       0.00993249
0.433  2.85   0.275  292.6  0.07397          0.0367542       0.00479269
0.432  2.847  0.276  307.6  0.0172571        0.00282584      0.0021218
0.432  2.844  0.276  322.6  0.0230516        0.0033053       1416.88
0.432  2.842  0.276  337.6  0.0418006        0.00549849      0.0024509
0.445  2.969  0.347  22.4   0.0236601        0.00198722      0.00231924
0.447  2.982  0.346  52.3   0.0168191        0.00148846      0.00106176
0.447  2.99   0.345  67.3   0.0224901        0.00241654      0.0014108
0.448  2.999  0.345  82.3   0.0143014        0.00201525      0.00249392
0.449  3.007  0.344  97.3   0.00637014       0.002307        0.00037144
0.447  2.99   0.345  292.7  0.0156026        0.0021946       0.00155408
0.447  2.982  0.346  307.7  0.014542         0.00130055      0.00102755
0.446  2.975  0.346  322.7  0.0189296        0.00132991      0.00127386
0.445  2.969  0.347  337.6  0.0225555        0.00151077      0.00163173
0.445  2.966  0.347  352.5  0.0239116        0.00167082      0.00153159
0.454  3.041  0.455  7.4    0.0196549        0.000971073     0.00120014
0.455  3.048  0.455  22.3   0.0180081        0.00103404      0.00126169
0.456  3.061  0.453  37.2   0.0161404        0.00114934      0.00105451
0.458  3.076  0.452  52.2   0.0106664        0.000743756     0.000629423
0.46   3.091  0.451  67.2   0.00837984       0.000752559     0.000612551
0.461  3.106  0.45   82.2   0.00875463       0.00109245      0.000682382
0.463  3.12   0.45   97.3   0.0107027        0.00313935      0.00116328
0.463  3.12   0.45   262.7  0.00725542       0.00206415      0.000640526
0.461  3.106  0.45   277.8  0.00909523       0.00136401      0.00163392
0.46   3.091  0.451  292.8  0.00852904       0.000836168     0.00200741
0.458  3.076  0.452  307.8  0.0127163        0.00103267      0.000818324
0.456  3.061  0.453  322.8  0.0159652        0.000900456     0.00116034
0.455  3.048  0.455  337.7  0.0164204        0.000756092     0.00098583
0.454  3.041  0.455  352.6  0.0201841        0.000869937     0.00122529
0.456  3.054  0.62   7.3    0.0200774        0.000734338     0.00121648
0.457  3.066  0.617  22.1   0.0161741        0.000725247     0.00112984
0.459  3.084  0.614  37.1   0.0137968        0.00079359      0.000924872
0.462  3.104  0.612  52     0.0110129        0.000769791     0.000719406
0.464  3.122  0.61   67.1   0.00606276       0.000518301     0.000600007
0.465  3.138  0.608  82.1   0.00491322       0.000807006     0.00160239
0.467  3.151  0.607  97.2   0.00792298       0.00345199      0.00180406
0.468  3.162  0.606  112.3  0.0156504        0.0114763       0.0014083
0.469  3.171  0.605  127.3  0.00683474       0.00339656      0.000515521
0.469  3.171  0.605  232.7  0.00474252       0.0038772       0.002253
0.468  3.162  0.606  247.7  0.00318926       0.00296015      1626.64
0.465  3.138  0.608  277.9  0.00499798       0.00102774      0.000591518
0.464  3.122  0.61   292.9  0.00527982       0.000652505     0.000519281
0.462  3.104  0.612  308    0.00916809       0.00072103      0.000842271
0.459  3.084  0.614  322.9  0.0129484        0.000653428     0.000785057
0.457  3.066  0.617  337.9  0.0168039        0.000612404     0.00101268
0.456  3.054  0.62   352.7  0.018278         0.000581274     0.00114975
0.455  3.017  0.909  7.3    0.0160037        0.000447356     0.000951135
0.457  3.058  0.903  21.7   0.0124111        0.000464686     0.00102795
0.46   3.087  0.891  36.8   0.00731433       0.000399884     0.000576514
0.463  3.109  0.883  51.8   0.00531845       0.000369895     0.000480771
0.465  3.127  0.878  66.9   0.00372057       0.000432544     0.00232338
0.466  3.142  0.875  82     0.0147158        0.0109517       0.000858069
0.468  3.161  0.871  112.1  0.00387686       0.00169815      0.000668327
0.469  3.169  0.869  127.2  0.00317444       0.00107484      0.00064721
0.468  3.161  0.871  247.9  0.00318057       0.00250843      0.000185458
0.466  3.142  0.875  278    0.00254196       0.000792382     0.000297837
0.465  3.127  0.878  293.1  0.00257202       0.000403166     0.00849224
0.463  3.109  0.883  308.2  0.0037034        0.000343438     0.000335933
0.46   3.087  0.891  323.2  0.00820416       0.000379317     0.000508826
0.457  3.058  0.903  338.3  0.012441         0.000368868     0.000814669
0.455  3.017  0.909  352.7  0.0157955        0.00040801      0.000960474
0.46   3.051  1.473  21.1   0.0063836        0.00027405      0.000379429
0.463  3.092  1.443  36.4   0.00298509       0.000215935     0.000209315
0.465  3.117  1.426  51.6   0.00204752       0.000271635     0.000157609
0.465  3.134  1.416  66.8   0.00122979       0.000355205     0.00022016
0.466  3.141  1.406  81.7   0.00170916       0.000626968     0.000400062
0.466  3.166  1.404  97.4   0.00384249       0.00187491      0.000390244
0.467  3.159  1.393  126.9  0.00242604       0.00127006      0.000141502
0.466  3.166  1.404  262.6  0.000928699      0.000579643     0.000586547
0.466  3.141  1.406  278.3  0.00571593       0.00308912      0.000872019
0.465  3.134  1.416  293.2  0.00136641       0.000492484     0.000100814
0.465  3.117  1.426  308.4  0.0016302        0.000197982     0.000144183
0.463  3.092  1.443  323.6  0.00317072       0.000226203     0.000280907
0.46   3.051  1.473  338.9  0.00616795       0.000201205     0.0008035
0.429  3.588  0.278  7.5    0.0380766        0.00731025      0.00442201
0.429  3.588  0.277  22.4   0.0372829        0.0103228       0.025299
0.429  3.588  0.277  37.4   0.0486391        0.0139424       0.00553197
0.429  3.588  0.277  52.4   0.0290534        0.0109871       0.00174854
0.429  3.589  0.276  67.4   0.0171035        0.00988499      0.000997298
0.429  3.589  0.276  292.6  0.0300427        0.022321        0.00405946
0.429  3.588  0.277  307.6  0.0273108        0.0113269       0.00216002
0.429  3.588  0.277  322.6  0.0444187        0.00899741      0.00336211
0.429  3.588  0.277  337.6  0.0639372        0.0131882       0.00449262
0.429  3.588  0.278  352.5  0.031965         0.00653832      0.032362
0.446  3.703  0.348  7.5    0.029315         0.00249027      0.00206973
0.446  3.705  0.347  22.4   0.0229057        0.0020109       0.00165682
0.447  3.708  0.347  37.3   0.0286491        0.0029282       0.00177238
0.448  3.712  0.346  52.3   0.0220402        0.00219282      0.00139864
0.448  3.717  0.345  67.3   0.0150986        0.0014233       0.00140712
0.449  3.722  0.345  82.3   0.0155931        0.00226174      0.00217109
0.45   3.726  0.344  97.3   0.0226388        0.00744294      0.0079949
0.45   3.726  0.344  262.7  0.00968106       0.00226325      0.000976453
0.449  3.722  0.345  277.7  0.0204033        0.0037269       0.00136735
0.448  3.717  0.345  292.7  0.0210144        0.00279371      0.0013606
0.448  3.712  0.346  307.7  0.0214499        0.00228279      0.0020458
0.447  3.708  0.347  322.7  0.0255463        0.00205627      0.0016468
0.446  3.705  0.347  337.6  0.0265034        0.00193186      0.00216515
0.446  3.703  0.348  352.5  0.0303918        0.00236431      0.0020347
0.462  3.804  0.457  7.4    0.0218846        0.00122676      0.00143979
0.463  3.811  0.456  22.3   0.0122884        0.00104437      0.00111669
0.466  3.824  0.455  37.2   0.0162291        0.00117061      0.00113684
0.468  3.838  0.454  52.2   0.0115965        0.00079955      0.000718962
0.471  3.851  0.453  67.2   0.0127861        0.00093399      0.000776181
0.473  3.864  0.453  82.3   0.00904129       0.000827165     0.000852149
0.475  3.875  0.452  97.3   0.0088466        0.001504        0.00211587
0.476  3.885  0.452  112.3  0.00531246       0.00112939      0.000684673
0.476  3.885  0.452  247.7  0.00735847       0.0014541       0.000744121
0.475  3.875  0.452  262.7  0.00742978       0.000889582     0.000518455
0.473  3.864  0.453  277.7  0.00698617       0.00069836      0.000454412
0.471  3.851  0.453  292.8  0.00931486       0.000791241     0.000741957
0.468  3.838  0.454  307.8  0.0135125        0.000968456     0.00107225
0.466  3.824  0.455  322.8  0.0186411        0.00110556      0.00125108
0.463  3.811  0.456  337.7  0.0157529        0.00109011      0.000985842
0.462  3.804  0.457  352.6  0.0256712        0.00127398      0.00153809
0.475  3.87   0.617  7.5    0.0171372        0.000773852     0.00103079
0.475  3.882  0.617  22.2   0.0150383        0.00075154      0.000958301
0.479  3.907  0.615  37.1   0.00826041       0.000447063     0.000512158
0.484  3.933  0.613  52.1   0.00711554       0.000434136     0.000521127
0.487  3.955  0.611  67.1   0.00721004       0.000452899     0.000534368
0.491  3.974  0.609  82.2   0.00562898       0.000453882     0.000345713
0.493  3.988  0.608  97.2   0.00252997       0.000302667     0.0002633
0.495  4.002  0.607  112.3  0.0034788        0.000618552     0.000653302
0.495  4.002  0.607  247.7  0.00334122       0.000564173     0.00039206
0.493  3.988  0.608  262.8  0.00346829       0.000332801     0.000282928
0.491  3.974  0.609  277.8  0.00451968       0.0003623       0.000336034
0.487  3.955  0.611  292.9  0.00588689       0.000447632     0.000500816
0.484  3.933  0.613  307.9  0.00836176       0.000570067     0.000644835
0.479  3.907  0.615  322.9  0.0104055        0.000503896     0.000704689
0.475  3.882  0.617  337.8  0.0138064        0.000567397     0.000852601
0.475  3.87   0.617  352.5  0.0156086        0.000610174     0.000941547
0.5    3.982  0.872  7.7    0.0107544        0.000538942     0.000709958
0.484  3.916  0.89   22.4   0.00914824       0.000456307     0.000854108
0.484  3.934  0.888  36.8   0.00562549       0.000326258     0.000367031
0.489  3.961  0.881  51.9   0.00484716       0.000324344     0.000320634
0.492  3.98   0.877  67     0.00295526       0.000216381     0.000237495
0.494  3.994  0.874  82.1   0.00207128       0.00020886      0.000126394
0.495  4.003  0.871  97.1   0.0015092        0.000295972     0.000149261
0.497  4.011  0.869  112.2  0.000933253      0.000286562     0.000160005
0.497  4.011  0.869  247.8  0.00142185       0.000379614     0.000224587
0.495  4.003  0.871  262.9  0.00118342       0.000162444     0.000133119
0.494  3.994  0.874  277.9  0.00177133       0.000162012     0.000216962
0.492  3.98   0.877  293    0.00386276       0.000337362     0.000336596
0.489  3.961  0.881  308.1  0.00295192       0.000221304     0.000234646
0.484  3.934  0.888  323.2  0.0061077        0.000311386     0.00043308
0.484  3.916  0.89   337.6  0.00846051       0.000336635     0.000526249
0.5    3.982  0.872  352.3  0.010689         0.000491253     0.000933651
0.497  3.966  1.462  22.9   0.00408942       0.000264649     0.000288351
0.492  3.97   1.429  36.5   0.00209831       0.000166035     0.000153233
0.494  3.983  1.418  51.7   0.00160159       0.000140089     0.00010733
0.496  3.998  1.412  66.9   0.000686742      0.0000780429    0.00006.6481
0.498  4.006  1.408  82.1   0.00114235       0.000198345     0.0000865177
0.498  4.009  1.399  97.1   0.000262055      0.0000865991    0.0000781828
0.5    4.019  1.399  247.6  0.00124618       0.000921643     0.000072664
0.498  4.006  1.408  277.9  0.00068254       0.000117014     0.000076271
0.496  3.998  1.412  293.1  0.000696519      0.000106606     0.0000681647
0.494  3.983  1.418  308.3  0.000806408      0.000135993     0.000124551
0.492  3.97   1.429  323.5  0.00173621       0.000164967     0.000281221
0.497  3.966  1.462  337.1  0.00584651       0.000338519     0.000681584
0.497  3.966  1.462  337.1  0.00584651       0.000338519     0.000681584

