# phi(rad) q2(GeV2) xb t(GeV2) Eb(GeV) A sigA
351.41965 3.66001 0.292774 -1.78095 10.1998 0.0248133 0.0874726
6.95313 4.24985 0.379909 -1.38966 10.1998 -0.0031007 0.0960991
23.95686 4.4088 0.381812 -1.92134 10.1998 0.268048 0.0896413
68.41976 4.21596 0.425329 -1.92825 10.1998 -0.0239659 0.186465
104.81518 4.17538 0.439209 -1.7851 10.1998 -0.236754 0.208639
139.57252 4.18823 0.419707 -1.48465 10.1998 -0.00386315 0.197044
178.55829 4.18091 0.397672 -1.42844 10.1998 0.0167206 0.172997
209.80053 4.15144 0.421467 -1.62498 10.1998 0.191874 0.12516
247.27541 4.07838 0.418984 -1.73086 10.1998 -0.457244 0.295932
285.66186 4.17371 0.424083 -1.6501 10.1998 -0.329872 0.19744
319.99865 4.04591 0.40243 -1.65303 10.1998 -0.169693 0.115958
348.54226 4.33069 0.375097 -1.61137 10.1998 -0.080988 0.0782852
11.54842 5.95892 0.469464 -0.439605 10.1998 0.0774504 0.113898
29.68947 5.90404 0.469466 -0.451156 10.1998 -0.082027 0.121923
51.53939 5.7664 0.445298 -0.388928 10.1998 0.245013 0.0922816
73.15353 5.69052 0.447387 -0.395466 10.1998 0.163176 0.107887
102.64081 5.76688 0.460628 -0.423708 10.1998 0.215279 0.0966399
137.67202 5.96922 0.469975 -0.460746 10.1998 0.00530533 0.147682
283.62328 5.9076 0.465348 -0.423441 10.1998 -0.193446 0.11681
320.14934 5.87924 0.465477 -0.429166 10.1998 -0.223748 0.104584
349.72026 5.77409 0.460129 -0.400206 10.1998 -0.0914943 0.109791
17.44800 5.71743 0.459224 -0.603023 10.1998 0.0775522 0.100394
49.01287 5.73007 0.456479 -0.600956 10.1998 0.413535 0.0694137
87.11594 5.9222 0.454361 -0.60573 10.1998 0.369131 0.0716808
117.79898 5.87162 0.472273 -0.645867 10.1998 0.349085 0.128643
158.55805 5.98776 0.457234 -0.605554 10.1998 0.029331 0.151646
267.99528 5.83135 0.444212 -0.591555 10.1998 -0.472629 0.154739
301.50013 5.80624 0.461837 -0.616441 10.1998 -0.152555 0.151916
342.77830 5.5987 0.451709 -0.598152 10.1998 -0.170389 0.13422
6.37559 5.53849 0.396205 -0.812003 10.1998 0.0513152 0.0898513
25.41303 5.59936 0.429388 -0.84066 10.1998 0.112426 0.0919728
64.41822 5.85014 0.45765 -0.844229 10.1998 0.0740115 0.141705
95.58884 5.98055 0.469867 -0.892812 10.1998 0.297 0.123774
128.68059 5.78627 0.466482 -0.891138 10.1998 -0.130885 0.200687
203.04364 6.04983 0.46449 -0.88094 10.1998 0.0112543 0.151725
349.83485 5.49806 0.393503 -0.818696 10.1998 -0.200763 0.0960178
11.26865 5.89528 0.42962 -1.84477 10.1998 -0.0462211 0.0943194
36.02151 5.8143 0.447658 -2.3997 10.1998 -0.0349884 0.144159
72.94727 6.13293 0.481677 -2.56913 10.1998 -0.162325 0.239178
255.78383 5.76037 0.440237 -1.95673 10.1998 -0.322069 0.219937
289.63761 6.04023 0.473094 -2.22563 10.1998 -0.125249 0.197941
335.64670 5.91145 0.433561 -1.92996 10.1998 -0.050524 0.0973697
352.70251 5.90068 0.446192 -1.94132 10.1998 0.239287 0.0957501
