# phi(rad) q2(GeV2) xb t(GeV2) Eb(GeV) A sigA
342.74106 2.59472 0.199591 -0.537209 10.6041 -0.155465 0.0555794
353.96932 2.52705 0.203113 -0.49531 10.6041 -0.333651 0.0983737
5.37238 2.81153 0.240173 -0.619397 10.6041 0.0792092 0.0393574
16.16744 2.8929 0.235104 -0.625413 10.6041 0.0764758 0.0458828
26.07640 2.99682 0.230903 -0.622663 10.6041 0.14198 0.0613089
46.01711 2.87347 0.264926 -0.611622 10.6041 0.17364 0.139989
79.97459 2.82407 0.261212 -0.625073 10.6041 0.350738 0.13982
102.22083 2.79973 0.262393 -0.597333 10.6041 0.255801 0.133757
117.88091 2.80149 0.259189 -0.628247 10.6041 -0.0571804 0.148746
135.60765 2.81388 0.26475 -0.641607 10.6041 0.324094 0.121484
149.04809 2.79021 0.264682 -0.609886 10.6041 0.0155559 0.140999
160.39495 2.80933 0.269733 -0.648664 10.6041 -0.0129524 0.151569
172.48150 2.77363 0.255403 -0.667762 10.6041 0.136396 0.125207
187.28042 2.7629 0.262756 -0.611344 10.6041 -0.165102 0.113672
201.33622 2.76131 0.264672 -0.635275 10.6041 0.163303 0.135034
217.60708 2.80536 0.257378 -0.639704 10.6041 0.215648 0.134367
242.07238 2.7916 0.260282 -0.632082 10.6041 -0.305416 0.139958
267.97064 2.86196 0.249182 -0.642802 10.6041 -0.275136 0.136149
286.08986 2.83444 0.24828 -0.652312 10.6041 -0.458816 0.114695
300.78222 2.80047 0.248634 -0.638457 10.6041 -0.340309 0.104904
311.28912 2.75549 0.25714 -0.660044 10.6041 -0.21507 0.102344
324.97880 2.94699 0.242502 -0.653695 10.6041 -0.35309 0.123278
337.18051 2.97211 0.225221 -0.65152 10.6041 -0.0796444 0.0571273
350.93378 2.83714 0.236214 -0.620906 10.6041 -0.0603141 0.0307155
5.08255 2.80337 0.381658 -0.735245 10.6041 0.177031 0.114857
21.17492 2.91466 0.384279 -0.727344 10.6041 0.105824 0.138207
48.25817 2.87823 0.386225 -0.730371 10.6041 0.504912 0.225255
87.76568 2.81224 0.401559 -0.746805 10.6041 -0.176651 0.272971
115.70940 2.82126 0.388486 -0.76089 10.6041 -0.181869 0.179937
146.00569 2.80848 0.375555 -0.764838 10.6041 -0.00967043 0.19181
184.13546 2.90744 0.372653 -0.743894 10.6041 -0.43267 0.22445
217.06907 2.75701 0.366234 -0.741594 10.6041 -0.221404 0.231701
254.72214 2.77741 0.391516 -0.746224 10.6041 -0.0850938 0.200173
294.06944 2.8109 0.385929 -0.780089 10.6041 -0.221054 0.235251
332.09952 2.85491 0.392085 -0.716768 10.6041 -0.0936543 0.176012
353.08123 2.85935 0.378622 -0.724855 10.6041 -0.0694834 0.123396
10.83245 2.6742 0.183195 -1.66981 10.6041 0.0692929 0.0891558
24.23812 2.67392 0.188704 -1.11419 10.6041 0.0545483 0.0580326
32.82590 2.76638 0.184629 -1.01254 10.6041 0.204003 0.085067
63.86302 2.61927 0.183988 -1.15017 10.6041 0.201962 0.17688
164.93564 2.7317 0.190573 -1.45101 10.6041 -0.0302977 0.217843
274.97219 2.67325 0.187734 -0.976462 10.6041 -0.0656326 0.141314
317.52633 2.75926 0.186312 -1.15285 10.6041 -0.146145 0.141808
333.48092 2.71044 0.186268 -1.06344 10.6041 0.0301089 0.0542717
342.22655 2.63671 0.188331 -1.52602 10.6041 0.168602 0.0808834
353.93322 2.68636 0.184326 -1.8222 10.6041 -0.0847305 0.115573
5.31110 2.7769 0.273907 -1.38495 10.6041 -0.145514 0.0974333
16.29194 2.81489 0.249717 -1.25355 10.6041 0.0833711 0.0560915
25.71595 2.98037 0.229752 -1.12569 10.6041 0.169593 0.0997444
45.97362 2.79206 0.258293 -1.31382 10.6041 0.272393 0.11562
72.47229 2.76979 0.259385 -1.51496 10.6041 0.118556 0.151613
108.89922 2.79701 0.259231 -1.33112 10.6041 0.0431 0.298643
141.33436 2.84216 0.272645 -1.3499 10.6041 0.231928 0.137675
163.70321 2.81186 0.274856 -1.30452 10.6041 -0.0295583 0.14673
185.37018 2.80967 0.265515 -1.25191 10.6041 0.0267461 0.159911
214.61567 2.78849 0.268441 -1.33347 10.6041 0.0870715 0.182805
252.40051 2.72034 0.271383 -1.63038 10.6041 0.0185462 0.176053
280.14141 2.90407 0.255774 -1.32821 10.6041 0.0961363 0.165154
303.87447 2.77978 0.26102 -1.189 10.6041 -0.228615 0.142159
322.29334 2.79853 0.264189 -1.404 10.6041 -0.104514 0.124091
337.82508 2.90526 0.236066 -1.17522 10.6041 -0.125472 0.0715106
348.76514 2.79955 0.264777 -1.3142 10.6041 -0.0531918 0.0446285
13.83630 2.87581 0.38636 -1.59136 10.6041 -0.100172 0.16518
122.70579 2.90514 0.385435 -1.34145 10.6041 0.171526 0.255922
236.34165 2.86465 0.37566 -1.3552 10.6041 0.0126767 0.304294
310.39759 2.8826 0.394314 -1.37344 10.6041 -0.325731 0.279474
339.03231 2.81043 0.378146 -1.47188 10.6041 -0.208727 0.150423
5.27777 3.59454 0.245952 -0.218784 10.6041 0.0511268 0.0567556
15.92909 3.59232 0.250572 -0.220492 10.6041 0.1181 0.0665383
26.57648 3.55439 0.257913 -0.22286 10.6041 -0.0987349 0.0837053
37.23790 3.61191 0.276278 -0.230707 10.6041 -0.0192093 0.119121
48.33208 3.65321 0.288552 -0.235562 10.6041 0.364558 0.0968653
59.34869 3.60922 0.2811 -0.236788 10.6041 -0.0724256 0.125285
70.29676 3.73132 0.28086 -0.244955 10.6041 0.383826 0.0988174
81.01509 3.72354 0.272365 -0.235979 10.6041 0.0906635 0.124786
94.43834 3.61621 0.261615 -0.232633 10.6041 0.363537 0.0934185
118.72545 3.65412 0.256283 -0.239369 10.6041 0.353897 0.0823257
154.83783 3.70692 0.265014 -0.242554 10.6041 -0.0976375 0.108626
187.79780 3.79085 0.272912 -0.250534 10.6041 0.0210035 0.127069
223.98066 3.80553 0.283992 -0.253241 10.6041 -0.0340068 0.136369
263.94504 3.73343 0.274831 -0.246456 10.6041 -0.193045 0.164653
301.64796 3.6626 0.294325 -0.243591 10.6041 -0.361004 0.132202
323.06626 3.53478 0.269155 -0.224856 10.6041 -0.186677 0.128481
333.35429 3.59233 0.256319 -0.225093 10.6041 -0.158087 0.101202
344.07834 3.58338 0.251923 -0.219306 10.6041 -0.10079 0.0645162
354.70728 3.60944 0.247949 -0.218566 10.6041 0.00285165 0.0571805
5.62245 4.03984 0.403687 -0.339799 10.6041 0.0470818 0.100447
16.28953 4.12049 0.408594 -0.351181 10.6041 0.251311 0.0932028
27.03771 3.9869 0.409415 -0.351376 10.6041 0.322697 0.0941658
37.63141 3.97994 0.396169 -0.335099 10.6041 0.321751 0.125553
48.64463 4.13633 0.396451 -0.335051 10.6041 0.250937 0.139276
60.50950 4.11735 0.413267 -0.352689 10.6041 0.341578 0.113736
77.43066 4.05327 0.414491 -0.354331 10.6041 0.239653 0.106293
95.23361 4.03989 0.410003 -0.343084 10.6041 -0.161205 0.186346
119.08126 4.11293 0.413031 -0.356158 10.6041 0.141065 0.126012
149.64053 4.08885 0.416409 -0.361159 10.6041 0.101678 0.148114
191.26191 4.13981 0.391981 -0.341754 10.6041 0.111447 0.136142
230.20757 4.18476 0.429622 -0.374345 10.6041 -0.371198 0.208519
264.96319 4.1293 0.4391 -0.38912 10.6041 0.0557152 0.125606
285.56904 4.16894 0.431212 -0.378231 10.6041 -0.32379 0.135149
304.93845 4.06827 0.415412 -0.353863 10.6041 -0.0766788 0.134883
320.85350 4.06593 0.420983 -0.357535 10.6041 -0.0782862 0.144032
333.22710 3.99981 0.401046 -0.33616 10.6041 -0.167092 0.130196
343.80504 3.99239 0.39286 -0.334421 10.6041 -0.204259 0.125983
354.38929 4.02114 0.393529 -0.334588 10.6041 -0.0364136 0.0893972
5.47135 3.83353 0.257263 -0.367132 10.6041 0.00693138 0.0325433
16.09438 3.76305 0.252209 -0.364953 10.6041 0.087272 0.0340124
26.42321 3.66942 0.24679 -0.362193 10.6041 0.170162 0.0393496
37.04642 3.58717 0.252162 -0.369196 10.6041 0.26366 0.0727745
47.98934 3.67632 0.287791 -0.377406 10.6041 0.28674 0.107549
64.44114 3.82094 0.28776 -0.372521 10.6041 0.47386 0.073866
77.57562 3.81039 0.283625 -0.376041 10.6041 0.45042 0.0970223
88.20284 3.71794 0.273514 -0.3676 10.6041 0.345713 0.0893954
98.89137 3.79996 0.270596 -0.377145 10.6041 0.29542 0.0923348
111.17387 3.72272 0.263612 -0.372177 10.6041 0.275971 0.0965019
127.76214 3.74234 0.269651 -0.375504 10.6041 0.372968 0.086854
144.03070 3.70642 0.269671 -0.394797 10.6041 0.337962 0.0892684
161.94022 3.76325 0.26774 -0.377462 10.6041 0.190433 0.107669
181.62877 3.76312 0.273294 -0.392843 10.6041 0.0174803 0.099779
203.40460 3.69682 0.272455 -0.380097 10.6041 -0.133777 0.117863
232.58190 3.76007 0.27695 -0.38217 10.6041 -0.16055 0.11077
255.67497 3.68516 0.260791 -0.382781 10.6041 -0.246107 0.110439
277.50466 3.78576 0.2758 -0.384913 10.6041 -0.00921451 0.134881
297.79653 3.81826 0.28655 -0.408254 10.6041 -0.179358 0.113728
319.69555 3.58462 0.236877 -0.368889 10.6041 -0.194413 0.118869
330.05348 3.67002 0.240151 -0.369486 10.6041 -0.11886 0.0496108
340.36959 3.72571 0.24711 -0.364439 10.6041 -0.0609675 0.0377428
352.81652 3.81845 0.257338 -0.367768 10.6041 -0.0363415 0.029286
5.20478 3.94979 0.397752 -0.504114 10.6041 0.0409622 0.0890549
16.50617 3.98935 0.396308 -0.501315 10.6041 0.0499413 0.086866
26.85923 4.04751 0.394819 -0.499357 10.6041 0.166798 0.0891173
37.54123 4.08778 0.393006 -0.499687 10.6041 0.200614 0.0973993
48.35649 4.04592 0.388934 -0.481603 10.6041 0.2559 0.105491
61.29216 4.04401 0.400564 -0.50986 10.6041 0.213033 0.112751
75.26030 4.09941 0.42287 -0.529595 10.6041 0.13666 0.14538
91.14154 4.11193 0.410907 -0.520022 10.6041 0.0778052 0.171202
118.36391 4.06938 0.410838 -0.532219 10.6041 0.475538 0.124285
153.58821 4.02596 0.379924 -0.504526 10.6041 -0.137962 0.179284
193.44144 4.05173 0.381302 -0.494095 10.6041 0.06605 0.124123
227.48430 4.11021 0.412862 -0.539906 10.6041 -0.192334 0.163466
261.66581 4.13786 0.407378 -0.525217 10.6041 -0.264531 0.147559
290.68498 4.11689 0.396058 -0.496055 10.6041 -0.259074 0.146275
314.79562 4.00842 0.411225 -0.519297 10.6041 -0.198411 0.125525
331.63542 4.07976 0.402362 -0.505882 10.6041 -0.317473 0.105706
343.95516 3.97587 0.398688 -0.505082 10.6041 -0.101644 0.0847821
354.67692 3.99675 0.395907 -0.494432 10.6041 0.0899351 0.078757
5.55459 3.95234 0.282663 -0.632003 10.6041 0.0787965 0.0392041
16.46171 3.94007 0.273747 -0.639229 10.6041 0.0302982 0.0383737
26.87671 3.87067 0.257403 -0.634519 10.6041 0.0761432 0.0360484
36.19798 3.68389 0.241742 -0.621864 10.6041 0.178237 0.066638
63.63327 3.73921 0.283559 -0.614114 10.6041 0.171662 0.113116
91.12550 3.88028 0.280104 -0.618029 10.6041 0.173902 0.110484
109.56156 3.80079 0.270093 -0.636799 10.6041 -0.0302342 0.132991
131.89890 3.76247 0.275991 -0.630288 10.6041 0.342648 0.10418
151.12564 3.78063 0.283229 -0.646676 10.6041 0.113748 0.115129
165.03763 3.69353 0.273253 -0.668824 10.6041 -0.023495 0.118537
183.57453 3.71966 0.281247 -0.650101 10.6041 -0.00157981 0.125757
205.78008 3.70393 0.283634 -0.650263 10.6041 0.145221 0.129775
239.12795 3.70146 0.270109 -0.649205 10.6041 -0.126623 0.123021
261.45554 3.79775 0.267569 -0.651344 10.6041 -0.222095 0.10392
275.74969 3.79567 0.263135 -0.640514 10.6041 0.0560238 0.124762
287.83394 3.72755 0.271869 -0.672219 10.6041 -0.150521 0.119026
304.85365 3.77829 0.289723 -0.661014 10.6041 -0.297347 0.101156
323.56474 3.72505 0.24494 -0.632044 10.6041 -0.136018 0.0759954
333.13542 3.85497 0.25641 -0.641817 10.6041 -0.153913 0.0345073
343.52945 3.96633 0.275325 -0.641071 10.6041 -0.150506 0.0356473
354.28788 3.97366 0.283567 -0.62997 10.6041 -0.0328286 0.0394154
4.82772 4.16946 0.414689 -0.796503 10.6041 0.144509 0.0921526
15.87248 4.04943 0.400755 -0.767034 10.6041 0.261773 0.10774
27.33513 4.06625 0.409173 -0.749145 10.6041 0.189717 0.110576
37.58500 4.15474 0.407461 -0.727776 10.6041 0.101756 0.134151
51.62533 3.97766 0.41032 -0.738807 10.6041 0.140582 0.152441
73.35922 4.21701 0.407408 -0.773351 10.6041 0.300633 0.13854
96.65053 4.10894 0.427885 -0.806388 10.6041 0.342338 0.143944
115.28999 3.9975 0.427219 -0.831048 10.6041 -0.00876079 0.179501
131.79232 3.99827 0.407538 -0.807665 10.6041 -0.075202 0.167795
150.36991 4.08642 0.404713 -0.794351 10.6041 0.247526 0.112557
180.21299 4.03207 0.389276 -0.774683 10.6041 -0.257792 0.139193
207.96878 4.07035 0.390382 -0.799677 10.6041 -0.124568 0.165145
233.60578 4.09052 0.418698 -0.846566 10.6041 -0.0427096 0.165416
261.86750 4.15803 0.419588 -0.809454 10.6041 -0.285722 0.179772
300.77935 4.24921 0.37293 -0.753563 10.6041 -0.30796 0.168794
331.68813 4.03237 0.411358 -0.775158 10.6041 -0.138556 0.129607
352.53520 4.20181 0.399153 -0.764461 10.6041 0.118355 0.0775802
5.46676 3.74732 0.291523 -1.6362 10.6041 0.005892 0.0925955
17.08090 3.79482 0.286173 -1.35068 10.6041 0.00628953 0.0615553
26.53138 3.88083 0.264564 -1.22369 10.6041 0.0595455 0.0504385
40.37359 3.75046 0.264665 -1.27368 10.6041 0.149593 0.111152
72.13539 3.7918 0.276859 -1.54837 10.6041 0.108571 0.118607
109.56443 3.87291 0.28513 -1.86819 10.6041 0.544523 0.238439
149.18102 3.86877 0.283777 -1.45902 10.6041 -0.155542 0.165412
176.80561 3.81169 0.288916 -1.29807 10.6041 -0.348308 0.137935
214.84027 3.90887 0.290646 -1.38702 10.6041 -0.409167 0.195079
255.14498 3.83076 0.275961 -1.43161 10.6041 0.0493021 0.147324
286.25086 3.78558 0.27628 -1.19148 10.6041 -0.215604 0.151021
317.41633 3.83118 0.277786 -1.31489 10.6041 -0.247324 0.125897
333.78802 3.94152 0.268516 -1.1711 10.6041 -0.0865828 0.0524759
342.61157 3.81528 0.287829 -1.40886 10.6041 -0.0885532 0.0550809
354.15725 3.7017 0.293177 -1.54782 10.6041 -0.0635241 0.0828664
5.40719 4.20911 0.393126 -1.59886 10.6041 0.19314 0.0885936
19.40774 4.31462 0.377039 -1.70835 10.6041 0.252487 0.121625
55.71310 4.0537 0.393757 -2.14793 10.6041 -0.301709 0.204879
90.63677 4.1467 0.43676 -1.7991 10.6041 0.0253612 0.257143
118.79478 4.14696 0.426665 -1.79023 10.6041 0.00452792 0.191977
143.74995 3.98895 0.398245 -1.51478 10.6041 0.273953 0.1341
175.89690 4.0663 0.373545 -1.3609 10.6041 0.174142 0.136185
209.25851 4.18811 0.403047 -1.44221 10.6041 -0.0537419 0.186962
249.49504 4.07131 0.427946 -1.72938 10.6041 -0.298676 0.20148
281.93305 4.08602 0.41943 -2.02032 10.6041 0.0188647 0.21308
312.45910 4.15063 0.402418 -1.77711 10.6041 -0.28118 0.154406
336.80350 4.30297 0.388276 -1.75965 10.6041 -0.0955593 0.0954387
353.10014 4.28656 0.393284 -1.697 10.6041 -0.0931545 0.0863147
8.60250 5.98186 0.463134 -0.436902 10.6041 0.102381 0.121604
25.03757 6.00086 0.467317 -0.438873 10.6041 -0.0188744 0.155205
43.86903 5.83519 0.447679 -0.405148 10.6041 0.216617 0.112811
64.31451 5.77463 0.437751 -0.388926 10.6041 0.21921 0.0977145
91.99754 5.96274 0.451677 -0.413361 10.6041 0.360033 0.0856143
128.29900 6.05247 0.456161 -0.416813 10.6041 0.152528 0.158167
237.71732 5.89103 0.447724 -0.413679 10.6041 -0.0803973 0.176228
274.62440 5.92811 0.454031 -0.403674 10.6041 -0.458683 0.17374
307.18330 6.06687 0.471607 -0.454703 10.6041 -0.152424 0.105419
345.12915 5.91282 0.451834 -0.406817 10.6041 -0.0109414 0.0893116
7.44759 5.60991 0.407591 -0.537989 10.6041 0.107154 0.118916
23.97009 5.77978 0.446747 -0.590902 10.6041 0.0850094 0.111599
46.72459 5.73156 0.446074 -0.578683 10.6041 0.231968 0.106133
75.22879 5.83945 0.439927 -0.571031 10.6041 0.386031 0.0868836
107.47370 5.78547 0.440572 -0.580561 10.6041 0.457585 0.125493
217.48275 5.96252 0.425719 -0.56425 10.6041 -0.262862 0.186926
254.26377 5.84531 0.426945 -0.562609 10.6041 -0.224471 0.162575
288.09063 5.86309 0.446343 -0.592 10.6041 -0.302929 0.203322
325.50076 5.84381 0.45962 -0.603946 10.6041 -0.222589 0.119596
350.19066 5.55721 0.411136 -0.54758 10.6041 0.00435166 0.101593
5.24824 5.58591 0.383518 -0.768816 10.6041 0.00696017 0.0901595
16.14526 5.53082 0.380277 -0.770629 10.6041 0.179663 0.0953806
30.05393 5.68447 0.417488 -0.813947 10.6041 0.208626 0.122514
62.17738 6.04242 0.449757 -0.836458 10.6041 0.240605 0.127413
96.93586 5.97044 0.441947 -0.825188 10.6041 0.320318 0.117563
130.35134 5.68685 0.417885 -0.850154 10.6041 -0.0554102 0.176181
167.16731 5.61928 0.415625 -0.810759 10.6041 -0.0350744 0.196677
202.62481 5.90489 0.42863 -0.826349 10.6041 -0.119202 0.195571
243.18105 5.94951 0.446608 -0.870683 10.6041 -0.567327 0.215921
279.12728 5.89087 0.438287 -0.858338 10.6041 -0.302393 0.175484
312.64416 5.66428 0.421967 -0.832813 10.6041 -0.0755033 0.12652
340.04472 5.46025 0.368057 -0.777653 10.6041 -0.00326229 0.107491
353.19525 5.51354 0.38889 -0.792361 10.6041 -0.166671 0.077438
5.19162 5.92543 0.426687 -1.71004 10.6041 -0.114737 0.125838
16.67456 5.95086 0.422386 -1.93187 10.6041 0.181528 0.0757486
30.68349 5.70193 0.406162 -1.87753 10.6041 0.287659 0.0995628
71.99730 5.91085 0.455968 -2.06553 10.6041 0.187699 0.135272
110.31042 5.95884 0.459958 -1.89823 10.6041 0.192555 0.218142
142.86588 5.91615 0.469659 -1.65707 10.6041 0.0443024 0.256482
181.45401 5.59063 0.435104 -1.62081 10.6041 0.469828 0.191509
217.34581 6.02032 0.437568 -1.38531 10.6041 -0.605469 0.33134
253.58424 5.93008 0.436502 -1.97401 10.6041 -0.19344 0.199536
285.33298 6.00517 0.460761 -1.98649 10.6041 -0.207982 0.163604
319.71847 5.91501 0.436069 -2.10958 10.6041 0.212485 0.122316
340.03498 5.82936 0.400098 -1.68036 10.6041 -0.234214 0.0833714
352.20461 5.81549 0.422162 -1.93471 10.6041 0.0970322 0.102245
15.73233 7.40479 0.615449 -2.61065 10.6041 0.242551 0.162573
53.82492 6.98888 0.603464 -2.38356 10.6041 0.237649 0.221741
273.29342 7.14306 0.626857 -2.75507 10.6041 0.355816 0.278165
307.78090 6.87046 0.612411 -2.80396 10.6041 -0.179979 0.200663
346.42060 7.43609 0.618028 -3.11817 10.6041 0.133889 0.154548
17.28516 1.36679 0.10852 -0.139944 10.1998 0.129798 0.056638
36.52451 1.3595 0.0997291 -0.149211 10.1998 -0.0121261 0.0796433
48.69213 1.34826 0.0933342 -0.15243 10.1998 -0.0650657 0.0808073
62.82941 1.34015 0.0909908 -0.149641 10.1998 0.504813 0.0658236
298.70754 1.34713 0.0914016 -0.144653 10.1998 -0.159961 0.0854133
311.61914 1.34466 0.0929709 -0.159054 10.1998 -0.124905 0.0743217
324.61898 1.35722 0.0998266 -0.149438 10.1998 -0.130172 0.0748107
344.72980 1.36916 0.110002 -0.150133 10.1998 0.119229 0.0864193
28.58103 1.36689 0.110013 -0.280132 10.1998 -0.02502 0.108752
43.39651 1.35229 0.0953973 -0.294454 10.1998 0.196018 0.0574138
55.74089 1.34312 0.0922372 -0.259531 10.1998 0.328134 0.0894706
310.78950 1.35134 0.0928713 -0.279477 10.1998 -0.167878 0.0783341
323.73605 1.36259 0.10228 -0.294731 10.1998 -0.248583 0.0755714
5.64948 1.58525 0.12147 -0.135744 10.1998 -0.0606458 0.0437757
16.52760 1.59433 0.120994 -0.145201 10.1998 0.0630693 0.0401014
27.46152 1.60421 0.117918 -0.148405 10.1998 0.180689 0.0299165
37.65507 1.60027 0.11335 -0.152217 10.1998 0.115477 0.0316787
47.82576 1.59781 0.109986 -0.155441 10.1998 0.141207 0.0394003
58.39471 1.58925 0.107431 -0.154559 10.1998 0.0899433 0.0905602
127.17429 1.58949 0.118214 -0.160352 10.1998 0.210126 0.0794509
145.29236 1.56715 0.117058 -0.161098 10.1998 -0.0998786 0.0997401
164.35294 1.58538 0.116366 -0.170438 10.1998 0.254379 0.0670622
187.51362 1.57245 0.117677 -0.168185 10.1998 0.036488 0.11475
297.83779 1.56863 0.105699 -0.155284 10.1998 -0.20039 0.115827
308.43464 1.58655 0.108377 -0.157575 10.1998 -0.122991 0.0491585
318.58115 1.60607 0.11211 -0.157372 10.1998 -0.160578 0.0326173
329.16483 1.60655 0.116755 -0.153126 10.1998 -0.240773 0.0349216
339.78173 1.59441 0.120068 -0.150085 10.1998 -0.0701983 0.0529358
352.19372 1.58344 0.121541 -0.142421 10.1998 -0.0620141 0.0414971
5.58413 1.68868 0.145422 -0.170424 10.1998 0.0732246 0.057557
15.95172 1.68968 0.149063 -0.169978 10.1998 0.0725181 0.0606747
25.71813 1.72378 0.151091 -0.171763 10.1998 -0.135158 0.120338
41.46335 1.71716 0.166442 -0.160086 10.1998 0.308131 0.120157
90.68547 1.69089 0.174341 -0.162903 10.1998 0.277034 0.0830954
120.77721 1.68247 0.158769 -0.17683 10.1998 0.386755 0.0622165
145.39778 1.67679 0.152785 -0.173971 10.1998 0.144717 0.0819198
164.44003 1.6764 0.151942 -0.177809 10.1998 -0.0623008 0.103576
194.18055 1.65257 0.152236 -0.177797 10.1998 -0.000776718 0.0885842
330.90834 1.74714 0.135179 -0.173618 10.1998 -0.132423 0.128749
343.95115 1.71079 0.138698 -0.178743 10.1998 -0.20428 0.0912097
354.70614 1.7035 0.141328 -0.170046 10.1998 0.0735508 0.0664305
13.02322 1.70299 0.244465 -0.191201 10.1998 0.279535 0.0667114
40.10235 1.71575 0.2598 -0.197617 10.1998 0.261341 0.0889208
79.24923 1.7192 0.248131 -0.196998 10.1998 0.620482 0.0880599
334.62282 1.69874 0.265029 -0.187994 10.1998 -0.134158 0.111455
354.38299 1.70983 0.241687 -0.210462 10.1998 -0.0391029 0.151501
15.82693 1.50743 0.12524 -0.246792 10.1998 0.0553934 0.0797645
28.27037 1.57966 0.122736 -0.283912 10.1998 0.144641 0.0416775
38.02950 1.60703 0.11558 -0.302211 10.1998 0.178948 0.0268465
47.36785 1.59598 0.10988 -0.289109 10.1998 0.0881947 0.0453301
57.77420 1.59433 0.107752 -0.267865 10.1998 0.130596 0.105662
138.65808 1.59859 0.116994 -0.28677 10.1998 0.156402 0.0803841
153.16193 1.59449 0.115194 -0.293486 10.1998 0.142621 0.0949008
164.89210 1.56785 0.112573 -0.294486 10.1998 0.109925 0.0888719
183.13164 1.57672 0.116799 -0.293796 10.1998 0.0251794 0.106692
301.28814 1.56492 0.105853 -0.267014 10.1998 -0.233708 0.120597
312.47113 1.59457 0.110239 -0.28483 10.1998 -0.10565 0.0427178
321.88654 1.6024 0.115551 -0.298455 10.1998 -0.128623 0.0293169
331.85429 1.57986 0.122996 -0.285341 10.1998 -0.100567 0.0479517
345.02086 1.50106 0.125349 -0.248112 10.1998 -0.258086 0.0797813
5.32850 1.65721 0.14944 -0.293006 10.1998 -0.0683897 0.0510465
16.22233 1.66341 0.1439 -0.301617 10.1998 -0.0164725 0.0478498
26.50371 1.70324 0.137317 -0.307864 10.1998 0.257012 0.0482678
36.18068 1.73609 0.133437 -0.311715 10.1998 0.655418 0.0823347
126.12806 1.68269 0.16313 -0.301632 10.1998 0.135683 0.0976985
147.47819 1.66944 0.15569 -0.305962 10.1998 -0.0876587 0.115124
162.20951 1.67814 0.159315 -0.308194 10.1998 0.0396971 0.111685
175.74907 1.65894 0.151102 -0.313034 10.1998 -0.072587 0.106569
197.57476 1.65961 0.157458 -0.301661 10.1998 -0.336625 0.102589
327.32907 1.72468 0.135031 -0.31393 10.1998 -0.327082 0.163401
336.69120 1.68377 0.139089 -0.314633 10.1998 -0.0402555 0.0443012
350.53386 1.65979 0.146652 -0.298283 10.1998 -0.0280145 0.0316618
25.88474 1.55912 0.117951 -0.661248 10.1998 0.163241 0.0670756
34.43419 1.59796 0.115169 -0.552733 10.1998 0.142182 0.0332707
43.68918 1.61244 0.111666 -0.507494 10.1998 0.172023 0.0785696
145.76734 1.62419 0.11677 -0.545116 10.1998 0.374767 0.0933169
171.91541 1.54416 0.113766 -0.558952 10.1998 -0.137749 0.103465
254.19731 1.57342 0.111388 -0.572104 10.1998 0.2065 0.108481
274.05832 1.55534 0.115927 -0.574042 10.1998 -0.142873 0.0916918
308.85748 1.58832 0.111484 -0.50085 10.1998 0.0935139 0.0942523
323.10293 1.59483 0.113305 -0.536078 10.1998 -0.262938 0.0446202
331.46124 1.55885 0.116043 -0.629595 10.1998 -0.0620986 0.0435291
10.27806 1.67422 0.174693 -0.53293 10.1998 0.0220792 0.0694969
23.86512 1.65552 0.145254 -0.572243 10.1998 0.000613912 0.0531102
32.29712 1.70765 0.137584 -0.563833 10.1998 0.197259 0.124671
135.74115 1.67899 0.160049 -0.528666 10.1998 0.0275525 0.178554
162.44442 1.66234 0.152557 -0.542693 10.1998 -0.0320458 0.0961508
192.82379 1.66297 0.158661 -0.580834 10.1998 0.0476292 0.108338
274.47830 1.68764 0.149002 -0.620516 10.1998 -0.166888 0.118065
295.98541 1.65763 0.153349 -0.622786 10.1998 -0.0637423 0.107409
325.37471 1.7013 0.144389 -0.558375 10.1998 -0.336356 0.115614
336.19330 1.66333 0.14681 -0.578094 10.1998 -0.0152803 0.0414831
348.66831 1.67026 0.174675 -0.555064 10.1998 0.0542667 0.0553917
6.98373 1.57425 0.114406 -1.13479 10.1998 0.198784 0.0601381
20.75270 1.59106 0.113925 -0.983088 10.1998 -0.092953 0.0766788
333.17725 1.61403 0.1161 -0.936701 10.1998 -0.121317 0.0948042
342.98743 1.57316 0.114075 -0.982745 10.1998 0.117809 0.0563316
354.62822 1.58908 0.11479 -1.15331 10.1998 0.0558603 0.0723729
5.52077 2.0234 0.146895 -0.153039 10.1998 0.0144519 0.029808
16.50130 2.0326 0.145548 -0.155362 10.1998 0.0785324 0.0264633
27.07787 2.04187 0.143273 -0.160538 10.1998 0.130264 0.0265379
37.26059 2.02645 0.138996 -0.164275 10.1998 0.106946 0.0352559
47.44973 2.01948 0.136613 -0.164282 10.1998 0.329336 0.057255
59.46729 1.98712 0.134454 -0.159362 10.1998 -0.272546 0.211952
112.31061 1.98966 0.147823 -0.166996 10.1998 0.24106 0.0770047
135.46040 1.99981 0.146817 -0.170864 10.1998 0.108634 0.0838141
156.34872 1.97886 0.145513 -0.173778 10.1998 0.266575 0.0733567
183.39520 1.98431 0.144367 -0.177492 10.1998 0.0349802 0.0850855
210.70007 1.98591 0.148928 -0.171245 10.1998 -0.127259 0.128856
301.58321 1.93448 0.129211 -0.160286 10.1998 -0.0170134 0.154571
312.39378 2.00478 0.135596 -0.163683 10.1998 -0.294424 0.0753994
322.50190 2.02773 0.13906 -0.167438 10.1998 -0.0965065 0.0347301
