Bin	xB	xB	xB	Q2	Q2	Q2	|t|	|t|	|t|	phi	phi	phi	|t_min|	|t_col|	P1	P2	max(|P1*P2|)	min(|P1*P2|)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	RC factor	Finite bin factor	Total RC factor	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	RC factor	Finite bin factor	Total RC factor	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	RC factor	Finite bin factor	Total RC factor	Nominal Bin Volume	Filled Bin Volume	Unpolarized cross section	Unpolarized cross section	Unpolarized cross section	Polarized cross section	Polarized cross section	BH2 	BH2 	BH2 	BH2 	Int.	Int.	Int.	Int.	Int.	Int.	Int.	DVCS2	DVCS2	DVCS2	DVCS2
(4, 0, 1, 18)	0.204	0.268	0.228	1.000	1.200	1.103	0.150	0.250	0.198	270	285	277.97	0.054	0.884	-2.712	3.533	3.192	0.976	0	0	0	0	53	0	0	0	0	0	115	0	0.0	0.0	0.0	0.0	50.4	0.0	0.0000	0.0000	0.0000	0.0000	0.0322	0.0248	0.0207	0.0246	0.8899	0.9825	0.8743	0	0	0	0	19	0	0	0	0	0	54	0	0.0000	0.0000	0.0000	0.0000	0.0309	0.0218	0.0203	0.0247	0.8899	0.9821	0.8739	0	0	0	0	30	0	0	0	0	0	60	0	0.0000	0.0000	0.0000	0.0000	0.0336	0.0278	0.0212	0.0245	0.8899	0.9831	0.8749	0.0003	0.0003	1.2516e-01	4.8405e-02	2.0453e-01	-3.0753e-02	-2.0371e-02	7.8245e-03	5.8570e+00	1.6954e+00	-9.7871e-02	9.9434e-03	5.9196e-01	3.4955e+00	0.0000e+00	0.0000e+00	-2.068724e+00	0.000000e+00	9.4544e-04	1.6454e+02	0.0000e+00	0.000000e+00
(4, 0, 1, 19)	0.204	0.268	0.228	1.000	1.200	1.103	0.150	0.250	0.198	285	300	293.01	0.054	0.884	-2.212	3.033	3.695	1.073	0	0	0	0	64	0	0	0	0	0	117	0	0.0	0.0	0.0	0.0	40.1	0.0	0.0000	0.0000	0.0000	0.0000	0.0370	0.0185	0.0185	0.0234	0.8904	0.9732	0.8666	0	0	0	0	38	0	0	0	0	0	59	0	0.0000	0.0000	0.0000	0.0000	0.0350	0.0170	0.0168	0.0216	0.8902	0.9721	0.8654	0	0	0	0	24	0	0	0	0	0	55	0	0.0000	0.0000	0.0000	0.0000	0.0391	0.0199	0.0202	0.0252	0.8906	0.9745	0.8678	0.0003	0.0003	2.0066e-01	7.3594e-02	2.1743e-01	5.8758e-02	-2.7032e-02	1.1171e-02	5.8570e+00	1.6954e+00	-9.7871e-02	1.4197e-02	5.9196e-01	3.4955e+00	0.0000e+00	0.0000e+00	-2.068724e+00	0.000000e+00	9.4544e-04	1.6454e+02	0.0000e+00	0.000000e+00
(4, 0, 1, 20)	0.204	0.268	0.228	1.000	1.200	1.103	0.150	0.250	0.198	300	315	308.04	0.054	0.884	-1.766	2.587	3.507	0.997	0	0	0	0	83	0	0	0	0	0	141	0	0.0	0.0	0.0	0.0	31.5	0.0	0.0000	0.0000	0.0000	0.0000	0.0465	0.0283	0.0232	0.0252	0.8913	0.9694	0.8640	0	0	0	0	37	0	0	0	0	0	71	0	0.0000	0.0000	0.0000	0.0000	0.0494	0.0287	0.0251	0.0277	0.8913	0.9682	0.8629	0	0	0	0	46	0	0	0	0	0	69	0	0.0000	0.0000	0.0000	0.0000	0.0437	0.0279	0.0214	0.0227	0.8913	0.9706	0.8651	0.0003	0.0003	2.4543e-01	1.1363e-01	2.3551e-01	-5.9624e-02	-3.3973e-02	1.6408e-02	5.8570e+00	1.6954e+00	-9.7871e-02	2.0851e-02	5.9196e-01	3.4955e+00	0.0000e+00	0.0000e+00	-2.068724e+00	0.000000e+00	9.4544e-04	1.6454e+02	0.0000e+00	0.000000e+00
(4, 0, 1, 21)	0.204	0.268	0.228	1.000	1.200	1.103	0.150	0.250	0.198	315	330	323.03	0.054	0.884	-1.404	2.225	3.850	1.006	0	0	0	0	120	0	0	0	0	0	133	0	0.0	0.0	0.0	0.0	20.6	0.0	0.0000	0.0000	0.0000	0.0000	0.0559	0.0372	0.0371	0.0400	0.8916	0.9639	0.8594	0	0	0	0	65	0	0	0	0	0	75	0	0.0000	0.0000	0.0000	0.0000	0.0563	0.0362	0.0351	0.0401	0.8918	0.9622	0.8581	0	0	0	0	53	0	0	0	0	0	57	0	0.0000	0.0000	0.0000	0.0000	0.0555	0.0381	0.0391	0.0398	0.8914	0.9656	0.8608	0.0003	0.0003	2.9914e-01	1.7242e-01	2.5920e-01	5.6427e-02	-3.7939e-02	2.3998e-02	5.8570e+00	1.6954e+00	-9.7871e-02	3.0497e-02	5.9196e-01	3.4955e+00	0.0000e+00	0.0000e+00	-2.068724e+00	0.000000e+00	9.4544e-04	1.6454e+02	0.0000e+00	0.000000e+00
(4, 0, 1, 22)	0.204	0.268	0.228	1.000	1.200	1.103	0.150	0.250	0.198	330	345	337.84	0.054	0.884	-1.152	1.973	3.625	1.036	0	0	0	0	155	0	0	0	0	0	128	0	0.0	0.0	0.0	0.0	23.4	0.0	0.0000	0.0000	0.0000	0.0000	0.0676	0.0511	0.0479	0.0509	0.8919	0.9695	0.8647	0	0	0	0	71	0	0	0	0	0	61	0	0.0000	0.0000	0.0000	0.0000	0.0661	0.0502	0.0516	0.0492	0.8919	0.9698	0.8649	0	0	0	0	84	0	0	0	0	0	66	0	0.0000	0.0000	0.0000	0.0000	0.0691	0.0519	0.0442	0.0527	0.8920	0.9692	0.8645	0.0003	0.0003	2.7229e-01	2.4262e-01	2.8501e-01	-5.2976e-02	-3.2699e-02	3.2977e-02	5.8570e+00	1.6954e+00	-9.7871e-02	4.1908e-02	5.9196e-01	3.4955e+00	0.0000e+00	0.0000e+00	-2.068724e+00	0.000000e+00	9.4544e-04	1.6454e+02	0.0000e+00	0.000000e+00
(4, 0, 1, 23)	0.204	0.268	0.228	1.000	1.200	1.103	0.150	0.250	0.198	345	360	352.65	0.054	0.884	-1.022	1.843	3.464	0.959	0	0	0	0	162	0	0	0	0	0	97	0	0.0	0.0	0.0	0.0	13.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0719	0.0497	0.0481	0.0527	0.8922	0.9735	0.8686	0	0	0	0	82	0	0	0	0	0	51	0	0.0000	0.0000	0.0000	0.0000	0.0755	0.0500	0.0499	0.0557	0.8923	0.9738	0.8688	0	0	0	0	79	0	0	0	0	0	43	0	0.0000	0.0000	0.0000	0.0000	0.0683	0.0495	0.0463	0.0498	0.8921	0.9734	0.8684	0.0003	0.0003	3.1153e-01	2.9623e-01	3.0359e-01	-1.3611e-02	-1.3381e-02	3.9795e-02	5.8570e+00	1.6954e+00	-9.7871e-02	5.0571e-02	5.9196e-01	3.4955e+00	0.0000e+00	0.0000e+00	-2.068724e+00	0.000000e+00	9.4544e-04	1.6454e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 0)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	0	15	7.19	0.054	0.883	-0.585	1.291	1.578	0.343	0	0	0	0	99	0	0	0	0	0	50	0	0.0	0.0	0.0	0.0	16.3	0.0	0.0000	0.0000	0.0000	0.0000	0.0266	0.0211	0.0193	0.0208	0.9031	0.9766	0.8820	0	0	0	0	50	0	0	0	0	0	22	0	0.0000	0.0000	0.0000	0.0000	0.0276	0.0210	0.0194	0.0209	0.9030	0.9760	0.8813	0	0	0	0	48	0	0	0	0	0	28	0	0.0000	0.0000	0.0000	0.0000	0.0257	0.0213	0.0191	0.0207	0.9032	0.9772	0.8826	0.0005	0.0004	3.2801e-01	3.2794e-01	3.2292e-01	1.4140e-02	1.4797e-02	6.0780e-02	4.3999e+00	1.0142e+00	-1.1032e-02	7.7393e-02	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 1)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	15	30	21.78	0.054	0.883	-0.755	1.461	1.642	0.427	0	0	0	0	88	0	0	0	0	0	89	0	0.0	0.0	0.0	0.0	23.5	0.0	0.0000	0.0000	0.0000	0.0000	0.0351	0.0249	0.0231	0.0246	0.9031	0.9596	0.8666	0	0	0	0	54	0	0	0	0	0	42	0	0.0000	0.0000	0.0000	0.0000	0.0346	0.0244	0.0230	0.0239	0.9032	0.9593	0.8665	0	0	0	0	34	0	0	0	0	0	47	0	0.0000	0.0000	0.0000	0.0000	0.0356	0.0254	0.0233	0.0253	0.9030	0.9598	0.8667	0.0005	0.0004	2.1648e-01	2.2187e-01	2.6593e-01	7.0928e-02	3.0015e-02	4.1598e-02	4.3999e+00	1.0142e+00	-1.1032e-02	5.2968e-02	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 2)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	30	45	36.68	0.054	0.883	-1.094	1.801	1.602	0.382	0	0	0	0	65	0	0	0	0	0	155	0	0.0	0.0	0.0	0.0	34.4	0.0	0.0000	0.0000	0.0000	0.0000	0.0347	0.0251	0.0212	0.0233	0.9025	0.9638	0.8699	0	0	0	0	39	0	0	0	0	0	72	0	0.0000	0.0000	0.0000	0.0000	0.0282	0.0265	0.0195	0.0226	0.9027	0.9652	0.8713	0	0	0	0	24	0	0	0	0	0	82	0	0.0000	0.0000	0.0000	0.0000	0.0412	0.0238	0.0229	0.0240	0.9023	0.9624	0.8685	0.0005	0.0004	1.4242e-01	1.2137e-01	2.0877e-01	5.0571e-02	2.7059e-02	2.3296e-02	4.3999e+00	1.0142e+00	-1.1032e-02	2.9663e-02	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 3)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	45	60	51.74	0.054	0.883	-1.584	2.290	1.504	0.367	0	0	0	0	68	0	0	0	0	0	192	0	0.0	0.0	0.0	0.0	44.4	0.0	0.0000	0.0000	0.0000	0.0000	0.0337	0.0241	0.0230	0.0213	0.9015	0.9763	0.8801	0	0	0	0	34	0	0	0	0	0	94	0	0.0000	0.0000	0.0000	0.0000	0.0326	0.0244	0.0217	0.0204	0.9016	0.9783	0.8820	0	0	0	0	34	0	0	0	0	0	95	0	0.0000	0.0000	0.0000	0.0000	0.0348	0.0238	0.0243	0.0223	0.9014	0.9743	0.8783	0.0005	0.0004	1.1556e-01	6.3668e-02	1.7270e-01	1.1767e-02	1.9323e-02	1.2656e-02	4.3999e+00	1.0142e+00	-1.1032e-02	1.6116e-02	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 4)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	60	75	66.82	0.054	0.883	-2.188	2.894	1.592	0.310	0	0	0	0	63	0	0	0	0	0	187	0	0.0	0.0	0.0	0.0	39.6	0.0	0.0000	0.0000	0.0000	0.0000	0.0262	0.0214	0.0221	0.0219	0.8992	0.9939	0.8937	0	0	0	0	31	0	0	0	0	0	88	0	0.0000	0.0000	0.0000	0.0000	0.0353	0.0244	0.0223	0.0214	0.8994	0.9973	0.8970	0	0	0	0	31	0	0	0	0	0	97	0	0.0000	0.0000	0.0000	0.0000	0.0179	0.0185	0.0219	0.0225	0.8989	0.9907	0.8906	0.0005	0.0004	1.3529e-01	3.4841e-02	1.5237e-01	7.4629e-04	1.2955e-02	7.2483e-03	4.3999e+00	1.0142e+00	-1.1032e-02	9.2295e-03	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 5)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	75	90	81.88	0.054	0.883	-2.864	3.571	1.487	0.303	0	0	0	0	74	0	0	0	0	1	202	0	0.0	0.0	0.0	0.0	47.1	0.0	0.0000	0.0000	0.0000	0.0000	0.0356	0.0255	0.0213	0.0241	0.8970	1.0062	0.9026	0	0	0	0	35	0	0	0	0	1	122	0	0.0000	0.0000	0.0000	0.0000	0.0278	0.0232	0.0238	0.0218	0.8967	1.0086	0.9044	0	0	0	0	38	0	0	0	0	0	78	0	0.0000	0.0000	0.0000	0.0000	0.0435	0.0277	0.0188	0.0263	0.8974	1.0041	0.9010	0.0005	0.0004	1.1357e-01	2.0441e-02	1.4076e-01	-2.4003e-02	8.6402e-03	4.4887e-03	4.3999e+00	1.0142e+00	-1.1032e-02	5.7157e-03	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 6)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	90	105	96.94	0.054	0.883	-3.566	4.272	1.644	0.365	0	0	0	0	87	0	0	0	0	0	340	0	0.0	0.0	0.0	0.0	77.4	0.0	0.0000	0.0000	0.0000	0.0000	0.0597	0.0338	0.0315	0.0314	0.8950	1.0062	0.9006	0	0	0	0	47	0	0	0	0	0	155	0	0.0000	0.0000	0.0000	0.0000	0.0654	0.0350	0.0230	0.0360	0.8949	1.0004	0.8953	0	0	0	0	40	0	0	0	0	0	183	0	0.0000	0.0000	0.0000	0.0000	0.0536	0.0324	0.0403	0.0269	0.8952	1.0123	0.9062	0.0005	0.0004	4.2065e-02	1.2921e-02	1.3384e-01	2.0120e-02	5.8157e-03	3.0131e-03	4.3999e+00	1.0142e+00	-1.1032e-02	3.8367e-03	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 7)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	105	120	112.04	0.054	0.883	-4.248	4.954	1.158	0.309	0	0	0	7	49	0	0	0	0	23	166	0	0.0	0.0	0.0	100.0	66.1	0.0	0.0000	0.0000	0.0000	0.0000	0.0361	0.0256	0.0152	0.0133	0.8933	1.0230	0.9138	0	0	0	2	25	0	0	0	0	13	77	0	0.0000	0.0000	0.0000	0.0000	0.0406	0.0231	0.0184	0.0127	0.8934	1.0321	0.9220	0	0	0	5	24	0	0	0	0	10	87	0	0.0000	0.0000	0.0000	0.0000	0.0314	0.0282	0.0117	0.0139	0.8932	1.0132	0.9050	0.0005	0.0004	5.4433e-02	8.7855e-03	1.2954e-01	-1.1092e-02	3.9316e-03	2.1815e-03	4.3999e+00	1.0142e+00	-1.1032e-02	2.7778e-03	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 8)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	120	135	127.27	0.054	0.883	-4.865	5.571	1.041	0.347	0	0	0	80	4	0	0	0	0	109	9	0	0.0	0.0	0.0	71.1	54.2	0.0	0.0000	0.0000	0.0000	0.0000	0.0417	0.0097	0.0090	0.0139	0.8916	1.0233	0.9124	0	0	0	45	1	0	0	0	0	59	2	0	0.0000	0.0000	0.0000	0.0000	0.0197	0.0071	0.0089	0.0141	0.8917	1.0261	0.9150	0	0	0	35	3	0	0	0	0	49	6	0	0.0000	0.0000	0.0000	0.0000	0.0662	0.0124	0.0091	0.0137	0.8915	1.0214	0.9106	0.0005	0.0004	1.3494e-01	6.4178e-03	1.2679e-01	-7.1607e-02	2.6210e-03	1.6939e-03	4.3999e+00	1.0142e+00	-1.1032e-02	2.1569e-03	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 9)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	135	150	142.28	0.054	0.883	-5.362	6.068	0.886	0.302	0	0	0	72	0	0	0	0	0	71	0	0	0.0	0.0	0.0	48.4	0.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0311	0.0152	0.0114	0.0159	0.8904	1.0336	0.9203	0	0	0	31	0	0	0	0	0	43	0	0	0.0000	0.0000	0.0000	0.0000	0.0265	0.0140	0.0075	0.0160	0.8905	1.0505	0.9354	0	0	0	38	0	0	0	0	0	27	0	0	0.0000	0.0000	0.0000	0.0000	0.0347	0.0164	0.0155	0.0158	0.8903	1.0188	0.9071	0.0005	0.0004	1.3687e-01	5.0728e-03	1.2508e-01	6.6658e-02	1.6785e-03	1.4111e-03	4.3999e+00	1.0142e+00	-1.1032e-02	1.7968e-03	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 14)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	210	225	217.59	0.054	0.883	-5.365	6.072	0.811	0.329	0	0	0	57	0	0	0	0	0	40	0	0	0.0	0.0	0.0	53.2	0.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0131	0.0126	0.0148	0.0064	0.8909	1.0300	0.9177	0	0	0	25	0	0	0	0	0	24	0	0	0.0000	0.0000	0.0000	0.0000	0.0263	0.0078	0.0131	0.0080	0.8908	1.0329	0.9201	0	0	0	31	0	0	0	0	0	16	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0177	0.0167	0.0050	0.8910	1.0295	0.9173	0.0005	0.0004	7.5638e-02	5.0642e-03	1.2507e-01	1.3038e-02	-1.6715e-03	1.4093e-03	4.3999e+00	1.0142e+00	-1.1032e-02	1.7945e-03	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 15)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	225	240	232.78	0.054	0.883	-4.863	5.569	0.932	0.334	0	0	0	46	4	0	0	0	0	94	2	0	0.0	0.0	0.0	94.7	8.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0511	0.0063	0.0058	0.0126	0.8913	1.0313	0.9191	0	0	0	18	1	0	0	0	0	49	2	0	0.0000	0.0000	0.0000	0.0000	0.0325	0.0105	0.0046	0.0189	0.8910	1.0274	0.9154	0	0	0	25	3	0	0	0	0	45	0	0	0.0000	0.0000	0.0000	0.0000	0.0692	0.0024	0.0070	0.0063	0.8915	1.0352	0.9228	0.0005	0.0004	4.9345e-02	6.4232e-03	1.2679e-01	0.0000e+00	-2.6244e-03	1.6950e-03	4.3999e+00	1.0142e+00	-1.1032e-02	2.1583e-03	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 16)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	240	255	247.93	0.054	0.883	-4.249	4.955	1.104	0.345	0	0	0	5	37	0	0	0	0	9	73	0	0.0	0.0	0.0	100.0	44.4	0.0	0.0000	0.0000	0.0000	0.0000	0.0195	0.0133	0.0169	0.0163	0.8933	1.0162	0.9078	0	0	0	3	19	0	0	0	0	5	36	0	0.0000	0.0000	0.0000	0.0000	0.0271	0.0135	0.0130	0.0174	0.8928	1.0097	0.9014	0	0	0	2	17	0	0	0	0	4	37	0	0.0000	0.0000	0.0000	0.0000	0.0106	0.0132	0.0204	0.0152	0.8939	1.0231	0.9146	0.0005	0.0004	8.5956e-02	8.7798e-03	1.2953e-01	1.3561e-02	-3.9288e-03	2.1803e-03	4.3999e+00	1.0142e+00	-1.1032e-02	2.7763e-03	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 17)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	255	270	263.06	0.054	0.883	-3.566	4.273	1.568	0.318	0	0	0	0	80	0	0	0	0	0	246	0	0.0	0.0	0.0	0.0	72.5	0.0	0.0000	0.0000	0.0000	0.0000	0.0498	0.0304	0.0340	0.0243	0.8951	1.0190	0.9121	0	0	0	0	32	0	0	0	0	0	113	0	0.0000	0.0000	0.0000	0.0000	0.0605	0.0318	0.0343	0.0279	0.8950	1.0216	0.9143	0	0	0	0	47	0	0	0	0	0	132	0	0.0000	0.0000	0.0000	0.0000	0.0391	0.0291	0.0337	0.0206	0.8953	1.0166	0.9101	0.0005	0.0004	4.9806e-02	1.2918e-02	1.3384e-01	-8.8239e-03	-5.8145e-03	3.0126e-03	4.3999e+00	1.0142e+00	-1.1032e-02	3.8360e-03	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 18)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	270	285	278.08	0.054	0.883	-2.866	3.572	1.673	0.329	0	0	0	0	46	0	0	0	0	0	210	0	0.0	0.0	0.0	0.0	89.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0325	0.0283	0.0248	0.0271	0.8973	1.0041	0.9010	0	0	0	0	27	0	0	0	0	0	107	0	0.0000	0.0000	0.0000	0.0000	0.0326	0.0238	0.0260	0.0248	0.8973	1.0065	0.9031	0	0	0	0	18	0	0	0	0	0	100	0	0.0000	0.0000	0.0000	0.0000	0.0324	0.0327	0.0235	0.0294	0.8974	1.0017	0.8989	0.0005	0.0004	2.4671e-02	2.0415e-02	1.4074e-01	5.0029e-03	-8.6315e-03	4.4838e-03	4.3999e+00	1.0142e+00	-1.1032e-02	5.7094e-03	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 19)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	285	300	293.24	0.054	0.883	-2.185	2.892	1.607	0.353	0	0	0	0	64	0	0	0	0	0	187	0	0.0	0.0	0.0	0.0	57.2	0.0	0.0000	0.0000	0.0000	0.0000	0.0343	0.0223	0.0257	0.0241	0.8995	0.9918	0.8920	0	0	0	0	21	0	0	0	0	0	98	0	0.0000	0.0000	0.0000	0.0000	0.0369	0.0246	0.0290	0.0229	0.8995	0.9941	0.8943	0	0	0	0	43	0	0	0	0	0	86	0	0.0000	0.0000	0.0000	0.0000	0.0317	0.0200	0.0221	0.0252	0.8994	0.9896	0.8901	0.0005	0.0004	7.2549e-02	3.4925e-02	1.5243e-01	-4.5022e-02	-1.2978e-02	7.2642e-03	4.3999e+00	1.0142e+00	-1.1032e-02	9.2498e-03	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 20)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	300	315	308.25	0.054	0.883	-1.584	2.291	1.428	0.296	0	0	0	0	90	0	0	0	0	0	179	0	0.0	0.0	0.0	0.0	34.3	0.0	0.0000	0.0000	0.0000	0.0000	0.0317	0.0279	0.0235	0.0235	0.9011	0.9748	0.8784	0	0	0	0	36	0	0	0	0	0	99	0	0.0000	0.0000	0.0000	0.0000	0.0334	0.0299	0.0226	0.0227	0.9010	0.9744	0.8779	0	0	0	0	50	0	0	0	0	0	78	0	0.0000	0.0000	0.0000	0.0000	0.0302	0.0258	0.0244	0.0244	0.9012	0.9752	0.8788	0.0005	0.0004	1.7324e-01	6.3643e-02	1.7268e-01	-2.6424e-02	-1.9318e-02	1.2652e-02	4.3999e+00	1.0142e+00	-1.1032e-02	1.6110e-02	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 21)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	315	330	323.33	0.054	0.883	-1.094	1.800	1.604	0.304	0	0	0	0	51	0	0	0	0	0	133	0	0.0	0.0	0.0	0.0	28.9	0.0	0.0000	0.0000	0.0000	0.0000	0.0237	0.0176	0.0169	0.0177	0.9026	0.9617	0.8680	0	0	0	0	23	0	0	0	0	0	65	0	0.0000	0.0000	0.0000	0.0000	0.0235	0.0186	0.0180	0.0183	0.9027	0.9607	0.8672	0	0	0	0	28	0	0	0	0	0	65	0	0.0000	0.0000	0.0000	0.0000	0.0239	0.0167	0.0157	0.0171	0.9025	0.9628	0.8689	0.0005	0.0004	1.4605e-01	1.2144e-01	2.0881e-01	-3.9298e-02	-2.7064e-02	2.3308e-02	4.3999e+00	1.0142e+00	-1.1032e-02	2.9678e-02	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
