Bin	xB	xB	xB	Q2	Q2	Q2	|t|	|t|	|t|	phi	phi	phi	|t_min|	|t_col|	P1	P2	max(|P1*P2|)	min(|P1*P2|)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	RC factor	Finite bin factor	Total RC factor	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	RC factor	Finite bin factor	Total RC factor	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	RC factor	Finite bin factor	Total RC factor	Nominal Bin Volume	Filled Bin Volume	Unpolarized cross section	Unpolarized cross section	Unpolarized cross section	Polarized cross section	Polarized cross section	BH2 	BH2 	BH2 	BH2 	Int.	Int.	Int.	Int.	Int.	Int.	Int.	DVCS2	DVCS2	DVCS2	DVCS2
(6, 3, 2, 2)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	30	45	37.22	0.183	1.788	-1.262	2.120	3.883	1.195	1	20	0	0	59	0	2	117	0	0	135	0	0.0	65.2	0.0	0.0	37.7	0.0	0.0558	0.0508	0.0423	0.0373	0.1365	0.0967	0.0877	0.0976	0.8657	0.9653	0.8356	1	13	0	0	32	0	2	67	0	0	68	0	0.0580	0.0499	0.0463	0.0332	0.1337	0.0915	0.0848	0.0995	0.8665	0.9686	0.8393	0	7	0	0	27	0	0	50	0	0	65	0	0.0535	0.0517	0.0384	0.0415	0.1395	0.1020	0.0906	0.0956	0.8648	0.9621	0.8321	0.0021	0.0013	1.0464e-02	1.0131e-02	1.8444e-02	1.6728e-03	2.2554e-03	2.1553e-03	4.0543e+00	8.1377e-01	-7.1346e-03	4.2579e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 3)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	45	60	52.11	0.183	1.788	-1.432	2.289	3.278	1.144	1	25	0	0	39	0	4	80	0	0	108	0	81.6	39.4	0.0	0.0	48.1	0.0	0.0550	0.0376	0.0337	0.0360	0.0967	0.0652	0.0674	0.0633	0.8667	0.9677	0.8387	1	16	0	0	19	0	3	45	0	0	58	0	0.0624	0.0389	0.0340	0.0431	0.0957	0.0620	0.0707	0.0613	0.8662	0.9665	0.8372	0	9	0	0	20	0	1	35	0	0	49	0	0.0478	0.0363	0.0335	0.0292	0.0978	0.0684	0.0641	0.0654	0.8672	0.9695	0.8407	0.0021	0.0013	1.0227e-02	8.0146e-03	1.7579e-02	2.4445e-03	2.4022e-03	1.7592e-03	4.0543e+00	8.1377e-01	-7.1346e-03	3.4753e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 5)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	75	90	82.20	0.183	1.788	-1.877	2.735	3.471	1.262	42	0	0	30	4	0	54	5	0	49	3	0	53.1	0.0	0.0	92.0	14.1	0.0	0.1141	0.0624	0.0584	0.0612	0.0377	0.0186	0.0184	0.0142	0.8690	0.9853	0.8562	28	0	0	17	2	0	19	2	0	30	0	0	0.1189	0.0586	0.0572	0.0683	0.0516	0.0168	0.0200	0.0149	0.8692	0.9819	0.8535	14	0	0	13	2	0	34	3	0	19	3	0	0.1096	0.0662	0.0595	0.0545	0.0229	0.0204	0.0169	0.0135	0.8687	0.9893	0.8594	0.0021	0.0013	8.0999e-03	4.6863e-03	1.6173e-02	1.0108e-02	1.9257e-03	1.1234e-03	4.0543e+00	8.1377e-01	-7.1346e-03	2.2193e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 6)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	90	105	97.19	0.183	1.788	-2.120	2.978	3.587	1.207	67	0	0	39	0	0	95	0	0	57	0	0	64.0	0.0	0.0	82.1	0.0	0.0	0.1429	0.0924	0.0807	0.0749	0.0558	0.0172	0.0196	0.0194	0.8689	0.9939	0.8636	33	0	0	21	0	0	41	0	0	29	0	0	0.1238	0.0907	0.0842	0.0768	0.0433	0.0166	0.0180	0.0170	0.8689	0.9943	0.8640	33	0	0	18	0	0	53	0	0	28	0	0	0.1617	0.0941	0.0774	0.0729	0.0711	0.0177	0.0212	0.0217	0.8689	0.9933	0.8631	0.0021	0.0013	7.0506e-03	3.6175e-03	1.5702e-02	1.2308e-03	1.5683e-03	9.1364e-04	4.0543e+00	8.1377e-01	-7.1346e-03	1.8049e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 7)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	105	120	112.12	0.183	1.788	-2.354	3.212	4.035	1.129	76	0	0	17	0	0	97	0	0	25	0	0	51.9	0.0	0.0	53.1	0.0	0.0	0.1632	0.0679	0.0786	0.0724	0.0178	0.0052	0.0056	0.0076	0.8711	1.0058	0.8762	34	0	0	7	0	0	47	0	0	11	0	0	0.1802	0.0702	0.0850	0.0687	0.0160	0.0067	0.0065	0.0034	0.8707	1.0137	0.8826	42	0	0	9	0	0	50	0	0	14	0	0	0.1437	0.0657	0.0720	0.0762	0.0195	0.0038	0.0048	0.0118	0.8714	0.9995	0.8710	0.0021	0.0013	1.2061e-02	2.8632e-03	1.5359e-02	-4.3724e-03	1.2228e-03	7.6289e-04	4.0543e+00	8.1377e-01	-7.1346e-03	1.5071e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 8)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	120	135	127.17	0.183	1.788	-2.566	3.423	3.887	1.347	45	0	0	0	0	0	82	0	0	0	0	0	100.0	0.0	0.0	0.0	0.0	0.0	0.1048	0.0501	0.0592	0.0525	0.0026	0.0012	0.0000	0.0010	0.8741	1.0027	0.8764	22	0	0	0	0	0	38	0	0	0	0	0	0.0983	0.0475	0.0623	0.0508	0.0000	0.0012	0.0000	0.0000	0.8746	0.9964	0.8715	23	0	0	0	0	0	44	0	0	0	0	0	0.1119	0.0525	0.0560	0.0543	0.0052	0.0012	0.0000	0.0019	0.8735	1.0100	0.8823	0.0021	0.0013	1.5375e-03	2.3405e-03	1.5115e-02	2.2071e-03	9.0524e-04	6.5659e-04	4.0543e+00	8.1377e-01	-7.1346e-03	1.2971e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 14)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	210	225	217.61	0.183	1.788	-2.741	3.598	4.016	1.302	38	0	0	0	0	0	41	0	0	0	0	0	53.9	0.0	0.0	0.0	0.0	0.0	0.1158	0.0422	0.0344	0.0359	0.0000	0.0000	0.0000	0.0000	0.8763	1.0160	0.8903	24	0	0	0	0	0	15	0	0	0	0	0	0.0898	0.0386	0.0302	0.0442	0.0000	0.0000	0.0000	0.0000	0.8750	1.0223	0.8945	14	0	0	0	0	0	26	0	0	0	0	0	0.1412	0.0460	0.0383	0.0277	0.0000	0.0000	0.0000	0.0000	0.8775	1.0101	0.8863	0.0021	0.0013	9.3106e-03	1.9928e-03	1.4949e-02	8.4218e-03	-6.1747e-04	5.8478e-04	4.0543e+00	8.1377e-01	-7.1346e-03	1.1552e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 15)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	225	240	232.64	0.183	1.788	-2.568	3.426	3.799	1.232	43	0	0	0	0	0	48	0	0	0	0	0	49.6	0.0	0.0	0.0	0.0	0.0	0.1120	0.0434	0.0489	0.0606	0.0029	0.0012	0.0000	0.0010	0.8730	1.0113	0.8828	22	0	0	0	0	0	25	0	0	0	0	0	0.1199	0.0383	0.0519	0.0572	0.0058	0.0000	0.0000	0.0000	0.8730	1.0117	0.8831	21	0	0	0	0	0	22	0	0	0	0	0	0.1049	0.0483	0.0459	0.0642	0.0000	0.0023	0.0000	0.0021	0.8730	1.0110	0.8826	0.0021	0.0013	1.0894e-02	2.3352e-03	1.5113e-02	-1.4241e-03	-9.0151e-04	6.5551e-04	4.0543e+00	8.1377e-01	-7.1346e-03	1.2950e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 16)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	240	255	247.63	0.183	1.788	-2.358	3.215	3.562	1.166	64	0	0	9	0	0	66	0	0	6	0	0	56.6	0.0	0.0	14.8	0.0	0.0	0.1204	0.0732	0.0641	0.0693	0.0074	0.0029	0.0017	0.0057	0.8709	0.9997	0.8707	33	0	0	7	0	0	34	0	0	2	0	0	0.1377	0.0758	0.0580	0.0738	0.0098	0.0019	0.0034	0.0094	0.8709	0.9982	0.8693	31	0	0	2	0	0	32	0	0	4	0	0	0.1033	0.0707	0.0701	0.0647	0.0049	0.0039	0.0000	0.0017	0.8710	1.0019	0.8727	0.0021	0.0013	8.6259e-03	2.8528e-03	1.5355e-02	2.0812e-03	-1.2173e-03	7.6081e-04	4.0543e+00	8.1377e-01	-7.1346e-03	1.5030e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 17)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	255	270	262.70	0.183	1.788	-2.122	2.979	3.787	1.131	49	0	0	26	0	0	53	0	0	36	0	0	60.1	0.0	0.0	59.5	0.0	0.0	0.1243	0.0610	0.0612	0.0626	0.0373	0.0124	0.0084	0.0098	0.8682	0.9902	0.8596	25	0	0	12	0	0	24	0	0	13	0	0	0.1261	0.0559	0.0580	0.0709	0.0303	0.0107	0.0078	0.0077	0.8686	0.9954	0.8646	24	0	0	13	0	0	29	0	0	23	0	0	0.1225	0.0660	0.0647	0.0542	0.0441	0.0141	0.0091	0.0121	0.8677	0.9854	0.8551	0.0021	0.0013	8.2716e-03	3.6111e-03	1.5699e-02	1.2765e-03	-1.5658e-03	9.1239e-04	4.0543e+00	8.1377e-01	-7.1346e-03	1.8024e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 18)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	270	285	277.76	0.183	1.788	-1.878	2.735	3.017	1.232	34	1	0	26	1	0	33	0	0	27	5	0	45.2	0.0	0.0	56.8	72.2	0.0	0.0719	0.0423	0.0469	0.0365	0.0245	0.0139	0.0086	0.0105	0.8690	0.9771	0.8491	16	1	0	16	0	0	18	0	0	10	3	0	0.0711	0.0379	0.0504	0.0369	0.0281	0.0158	0.0101	0.0115	0.8696	0.9789	0.8513	18	0	0	10	1	0	15	0	0	17	2	0	0.0728	0.0469	0.0434	0.0360	0.0208	0.0120	0.0071	0.0096	0.8686	0.9755	0.8473	0.0021	0.0013	9.6013e-03	4.6836e-03	1.6172e-02	-1.2028e-03	-1.9249e-03	1.1229e-03	4.0543e+00	8.1377e-01	-7.1346e-03	2.2182e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 20)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	300	315	307.78	0.183	1.788	-1.433	2.291	3.264	1.262	2	15	0	2	41	0	3	32	0	0	51	0	64.3	37.3	0.0	0.0	22.7	0.0	0.0511	0.0285	0.0318	0.0267	0.0781	0.0481	0.0429	0.0418	0.8659	0.9659	0.8364	1	9	0	2	15	0	0	14	0	0	24	0	0.0420	0.0291	0.0352	0.0249	0.0714	0.0518	0.0495	0.0376	0.8661	0.9661	0.8367	1	6	0	0	26	0	3	18	0	0	26	0	0.0606	0.0280	0.0284	0.0284	0.0844	0.0443	0.0365	0.0458	0.8658	0.9659	0.8363	0.0021	0.0013	1.8818e-02	8.0008e-03	1.7574e-02	5.4104e-03	-2.4019e-03	1.7566e-03	4.0543e+00	8.1377e-01	-7.1346e-03	3.4702e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 21)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	315	330	322.75	0.183	1.788	-1.263	2.120	3.787	1.126	3	28	0	0	66	0	1	56	0	0	94	0	12.1	24.3	0.0	0.0	28.6	0.0	0.0698	0.0456	0.0428	0.0413	0.0961	0.0740	0.0727	0.0732	0.8649	0.9632	0.8331	0	15	0	0	29	0	1	26	0	0	44	0	0.0681	0.0450	0.0410	0.0415	0.0920	0.0719	0.0765	0.0688	0.8648	0.9638	0.8335	3	13	0	0	35	0	0	30	0	0	50	0	0.0715	0.0461	0.0447	0.0411	0.1000	0.0760	0.0689	0.0777	0.8650	0.9624	0.8325	0.0021	0.0013	1.5899e-02	1.0127e-02	1.8442e-02	-1.2987e-03	-2.2561e-03	2.1545e-03	4.0543e+00	8.1377e-01	-7.1346e-03	4.2563e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 22)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	330	345	337.65	0.183	1.788	-1.143	2.000	3.776	1.208	2	36	0	1	77	0	0	73	0	1	128	0	0.0	29.7	0.0	0.0	31.0	0.0	0.0804	0.0512	0.0563	0.0509	0.1315	0.0996	0.0891	0.1008	0.8654	0.9668	0.8367	0	10	0	1	31	0	0	30	0	0	69	0	0.0805	0.0555	0.0514	0.0460	0.1242	0.0998	0.0861	0.0965	0.8655	0.9654	0.8356	2	26	0	0	46	0	0	41	0	1	58	0	0.0803	0.0469	0.0611	0.0561	0.1388	0.0995	0.0920	0.1052	0.8652	0.9683	0.8378	0.0021	0.0013	1.4670e-02	1.2116e-02	1.9242e-02	-9.0104e-03	-1.6604e-03	2.5232e-03	4.0543e+00	8.1377e-01	-7.1346e-03	4.9847e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 23)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	345	360	352.58	0.183	1.788	-1.081	1.938	3.527	1.209	0	23	0	0	85	0	1	75	0	0	112	0	100.0	29.0	0.0	0.0	22.5	0.0	0.0697	0.0563	0.0516	0.0483	0.1407	0.1052	0.1024	0.0983	0.8648	0.9730	0.8414	0	6	0	0	44	0	0	35	0	0	58	0	0.0674	0.0582	0.0500	0.0450	0.1413	0.1028	0.1044	0.0919	0.8648	0.9718	0.8405	0	17	0	0	40	0	1	39	0	0	51	0	0.0719	0.0544	0.0532	0.0515	0.1401	0.1075	0.1005	0.1050	0.8647	0.9741	0.8423	0.0021	0.0013	1.2322e-02	1.3369e-02	1.9740e-02	-2.5125e-03	-6.1551e-04	2.7539e-03	4.0543e+00	8.1377e-01	-7.1346e-03	5.4404e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 3, 0)	0.357	0.446	0.384	1.912	2.510	2.245	0.400	0.600	0.493	0	15	7.35	0.184	1.787	-0.721	1.501	1.933	0.604	0	41	0	0	72	0	0	55	0	0	106	0	0.0	17.4	0.0	0.0	36.2	0.0	0.0527	0.0411	0.0433	0.0421	0.1390	0.1071	0.0877	0.1078	0.8914	0.9803	0.8738	0	24	0	0	37	0	0	24	0	0	54	0	0.0467	0.0439	0.0451	0.0465	0.1549	0.1153	0.0847	0.1024	0.8913	0.9802	0.8737	0	17	0	0	33	0	0	31	0	0	50	0	0.0590	0.0383	0.0415	0.0380	0.1245	0.0990	0.0906	0.1132	0.8915	0.9804	0.8740	0.0028	0.0018	1.2683e-02	1.1772e-02	1.5635e-02	2.1352e-03	6.3954e-04	3.4626e-03	2.8891e+00	4.8524e-01	3.0272e-02	6.8638e-03	-3.0181e-01	5.8018e-01	0.0000e+00	0.0000e+00	-7.286153e-01	0.000000e+00	1.8410e-04	5.4335e+01	0.0000e+00	0.000000e+00
(6, 3, 3, 1)	0.357	0.446	0.384	1.912	2.510	2.245	0.400	0.600	0.493	15	30	22.19	0.184	1.787	-0.811	1.592	2.091	0.564	0	16	0	0	51	0	0	42	0	0	121	0	0.0	38.3	0.0	0.0	52.1	0.0	0.0538	0.0376	0.0327	0.0283	0.1096	0.0809	0.0740	0.0821	0.8919	0.9781	0.8724	0	9	0	0	37	0	0	22	0	0	56	0	0.0506	0.0413	0.0299	0.0277	0.1174	0.0768	0.0700	0.0763	0.8919	0.9799	0.8739	0	7	0	0	14	0	0	20	0	0	64	0	0.0569	0.0340	0.0354	0.0288	0.1014	0.0851	0.0779	0.0875	0.8918	0.9765	0.8708	0.0028	0.0018	5.8693e-03	9.7442e-03	1.4822e-02	3.4828e-03	1.5816e-03	2.9000e-03	2.8891e+00	4.8524e-01	3.0272e-02	5.7485e-03	-3.0181e-01	5.8018e-01	0.0000e+00	0.0000e+00	-7.286153e-01	0.000000e+00	1.8410e-04	5.4335e+01	0.0000e+00	0.000000e+00
(6, 3, 3, 2)	0.357	0.446	0.384	1.912	2.510	2.245	0.400	0.600	0.493	30	45	37.04	0.184	1.787	-0.988	1.768	2.079	0.591	0	25	0	0	38	0	0	57	0	0	128	0	0.0	28.1	0.0	0.0	60.6	0.0	0.0534	0.0298	0.0383	0.0366	0.1085	0.0779	0.0697	0.0773	0.8919	0.9727	0.8675	0	17	0	0	22	0	0	34	0	0	63	0	0.0629	0.0261	0.0362	0.0345	0.0965	0.0757	0.0649	0.0737	0.8922	0.9764	0.8712	0	8	0	0	16	0	0	22	0	0	64	0	0.0441	0.0335	0.0404	0.0388	0.1208	0.0801	0.0745	0.0808	0.8915	0.9693	0.8641	0.0028	0.0018	8.1206e-03	7.0476e-03	1.3718e-02	4.4424e-03	1.8664e-03	2.1455e-03	2.8891e+00	4.8524e-01	3.0272e-02	4.2530e-03	-3.0181e-01	5.8018e-01	0.0000e+00	0.0000e+00	-7.286153e-01	0.000000e+00	1.8410e-04	5.4335e+01	0.0000e+00	0.000000e+00
(6, 3, 3, 3)	0.357	0.446	0.384	1.912	2.510	2.245	0.400	0.600	0.493	45	60	51.98	0.184	1.787	-1.239	2.019	1.753	0.558	0	34	0	0	56	0	0	86	0	0	166	0	0.0	31.5	0.0	0.0	55.6	0.0	0.0533	0.0315	0.0346	0.0310	0.1131	0.0759	0.0667	0.0606	0.8917	0.9680	0.8632	0	14	0	0	27	0	0	41	0	0	88	0	0.0646	0.0380	0.0353	0.0281	0.0949	0.0738	0.0649	0.0620	0.8913	0.9714	0.8659	0	20	0	0	29	0	0	43	0	0	74	0	0.0416	0.0249	0.0338	0.0342	0.1294	0.0781	0.0685	0.0592	0.8920	0.9648	0.8606	0.0028	0.0018	1.0708e-02	4.7628e-03	1.2749e-02	-4.0568e-03	1.7036e-03	1.4974e-03	2.8891e+00	4.8524e-01	3.0272e-02	2.9682e-03	-3.0181e-01	5.8018e-01	0.0000e+00	0.0000e+00	-7.286153e-01	0.000000e+00	1.8410e-04	5.4335e+01	0.0000e+00	0.000000e+00
(6, 3, 3, 4)	0.357	0.446	0.384	1.912	2.510	2.245	0.400	0.600	0.493	60	75	67.08	0.184	1.787	-1.551	2.332	1.624	0.601	0	19	0	0	52	0	0	79	0	1	135	0	0.0	52.0	0.0	0.0	39.8	0.0	0.0237	0.0260	0.0205	0.0242	0.0785	0.0646	0.0474	0.0622	0.8920	0.9774	0.8718	0	8	0	0	26	0	0	36	0	0	72	0	0.0185	0.0269	0.0235	0.0235	0.0799	0.0706	0.0393	0.0600	0.8920	0.9722	0.8672	0	11	0	0	26	0	0	43	0	1	61	0	0.0293	0.0251	0.0172	0.0250	0.0772	0.0588	0.0553	0.0644	0.8919	0.9827	0.8765	0.0028	0.0018	1.1815e-02	3.1660e-03	1.2038e-02	2.5807e-03	1.3777e-03	1.0356e-03	2.8891e+00	4.8524e-01	3.0272e-02	2.0529e-03	-3.0181e-01	5.8018e-01	0.0000e+00	0.0000e+00	-7.286153e-01	0.000000e+00	1.8410e-04	5.4335e+01	0.0000e+00	0.000000e+00
(6, 3, 3, 5)	0.357	0.446	0.384	1.912	2.510	2.245	0.400	0.600	0.493	75	90	81.91	0.184	1.787	-1.894	2.674	1.980	0.668	11	4	0	19	18	0	11	19	0	27	30	0	57.3	76.8	0.0	49.3	25.2	0.0	0.0567	0.0291	0.0277	0.0213	0.0605	0.0273	0.0274	0.0259	0.8907	0.9918	0.8835	2	2	0	9	11	0	9	10	0	12	17	0	0.0567	0.0193	0.0308	0.0209	0.0514	0.0278	0.0213	0.0276	0.8901	0.9887	0.8800	9	2	0	10	7	0	2	9	0	15	13	0	0.0568	0.0382	0.0243	0.0218	0.0704	0.0269	0.0333	0.0244	0.8914	0.9955	0.8874	0.0028	0.0018	1.3787e-02	2.1653e-03	1.1567e-02	4.4812e-03	1.0573e-03	7.3942e-04	2.8891e+00	4.8524e-01	3.0272e-02	1.4657e-03	-3.0181e-01	5.8018e-01	0.0000e+00	0.0000e+00	-7.286153e-01	0.000000e+00	1.8410e-04	5.4335e+01	0.0000e+00	0.000000e+00
(6, 3, 3, 6)	0.357	0.446	0.384	1.912	2.510	2.245	0.400	0.600	0.493	90	105	97.05	0.184	1.787	-2.258	3.038	2.124	0.549	71	0	0	103	0	0	96	0	0	208	0	0	71.9	0.0	0.0	89.2	0.0	0.0	0.1236	0.0863	0.0940	0.0819	0.1860	0.0799	0.0987	0.0829	0.8909	0.9945	0.8860	39	0	0	52	0	0	44	0	0	96	0	0	0.1124	0.0734	0.0819	0.0871	0.2000	0.0872	0.1080	0.0919	0.8902	0.9986	0.8889	31	0	0	51	0	0	49	0	0	111	0	0	0.1348	0.0990	0.1074	0.0766	0.1731	0.0730	0.0901	0.0729	0.8915	0.9907	0.8832	0.0028	0.0018	2.5282e-03	1.5294e-03	1.1249e-02	1.5495e-03	7.8288e-04	5.4618e-04	2.8891e+00	4.8524e-01	3.0272e-02	1.0827e-03	-3.0181e-01	5.8018e-01	0.0000e+00	0.0000e+00	-7.286153e-01	0.000000e+00	1.8410e-04	5.4335e+01	0.0000e+00	0.000000e+00
(6, 3, 3, 7)	0.357	0.446	0.384	1.912	2.510	2.245	0.400	0.600	0.493	105	120	112.32	0.184	1.787	-2.612	3.392	1.948	0.589	94	0	0	151	0	0	159	0	0	222	0	0	100.0	0.0	0.0	85.8	0.0	0.0	0.1653	0.1093	0.1079	0.1114	0.1478	0.0791	0.0594	0.0733	0.8908	1.0034	0.8938	46	0	0	71	0	0	76	0	0	110	0	0	0.1834	0.1198	0.1114	0.1276	0.1650	0.0696	0.0804	0.0769	0.8913	1.0105	0.9006	47	0	0	79	0	0	80	0	0	110	0	0	0.1505	0.0984	0.1046	0.0946	0.1339	0.0873	0.0386	0.0698	0.8904	0.9981	0.8887	0.0028	0.0018	2.0045e-03	1.1344e-03	1.1039e-02	-9.1506e-04	5.6483e-04	4.2275e-04	2.8891e+00	4.8524e-01	3.0272e-02	8.3800e-04	-3.0181e-01	5.8018e-01	0.0000e+00	0.0000e+00	-7.286153e-01	0.000000e+00	1.8410e-04	5.4335e+01	0.0000e+00	0.000000e+00
(6, 3, 3, 8)	0.357	0.446	0.384	1.912	2.510	2.245	0.400	0.600	0.493	120	135	127.01	0.184	1.787	-2.918	3.699	1.856	0.544	106	0	0	91	0	0	125	0	0	87	0	0	65.4	0.0	0.0	65.5	0.0	0.0	0.1355	0.0810	0.0784	0.0686	0.0852	0.0367	0.0387	0.0284	0.8916	1.0101	0.9006	57	0	0	47	0	0	65	0	0	47	0	0	0.1622	0.0651	0.0757	0.0627	0.0659	0.0328	0.0359	0.0191	0.8918	1.0182	0.9081	49	0	0	44	0	0	60	0	0	39	0	0	0.1141	0.0987	0.0813	0.0750	0.1059	0.0410	0.0412	0.0376	0.8914	1.0013	0.8926	0.0028	0.0018	1.0299e-02	8.9831e-04	1.0906e-02	3.8005e-03	4.0019e-04	3.4701e-04	2.8891e+00	4.8524e-01	3.0272e-02	6.8787e-04	-3.0181e-01	5.8018e-01	0.0000e+00	0.0000e+00	-7.286153e-01	0.000000e+00	1.8410e-04	5.4335e+01	0.0000e+00	0.000000e+00
