campaign_key,campaign_label,iq2,ixb,it,iphi,Q2_low_GeV2,Q2_high_GeV2,Q2_flux_coordinate_GeV2,xB_low,xB_high,xB_flux_coordinate,beam_energy_GeV,virtual_photon_epsilon,minus_t_low_GeV2,minus_t_high_GeV2,minus_t_center_GeV2,phi_low_deg,phi_high_deg,phi_center_deg,reduced_cross_section_nb_per_GeV2_rad,propagated_statistical_and_finite_MC_uncertainty_nb_per_GeV2_rad,relative_uncertainty,combination_contributor_count,torus_plus1_BLUE_weight,torus_minus1_BLUE_weight
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,12,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,216,234,225,9.252848297202078,0.820397859387579,0.08866435858844189,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,13,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,234,252,243,10.56033471608886,0.828710601885664,0.07847389539870443,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,14,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,252,270,261,14.96165425457741,1.011509626039082,0.06760680395549296,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,15,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,270,288,279,14.84331195530646,1.12347446577445,0.07568893446134231,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,16,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,288,306,297,11.57699496603309,1.395841456171427,0.1205702740881228,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,17,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,306,324,315,7.758423202095586,1.573454710301027,0.2028059915416872,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,6,1,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,1,1.5,1.25,18,36,27,2.33250737831547,0.8758182662312025,0.3754835994832805,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,6,2,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,1,1.5,1.25,36,54,45,4.282277888149692,0.9726793689624595,0.2271406467231251,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,6,3,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,1,1.5,1.25,54,72,63,6.117679150893959,0.8177435810073704,0.1336689226155111,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,6,4,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,1,1.5,1.25,72,90,81,5.557133440575091,0.635497197987827,0.1143570160377616,,,
