group,period,stage,stage label,ratio_to_group,ratio_to_all,abs_frac_dev,abs_frac_dev_all,bin index,xB index,Q2 index,t_abs index,phi index,xBavg,Q2avg,t_abs_avg,phiavg
outbending,Sp18 Out,contamination_ratio,π0 contam.,6.184939711804706,5.455683021674655,5.184939711804706,4.455683021674655,1686,,,,,,,,
outbending,Fa18 Out,contamination_ratio,π0 contam.,6.179282413569735,2.9714160849533995,5.179282413569735,1.9714160849533995,2522,,,,,,,,
inbending,Sp18 Inb,contamination_ratio,π0 contam.,6.170951250598278,5.915029333863381,5.170951250598278,4.915029333863381,803,,,,,,,,
inbending,Sp19 Inb,normalized_raw_eppi0,eff. corr. raw epπ0 / L,6.147495210530798,4.736328913056906,5.147495210530798,3.736328913056906,337,,,,,,,,
outbending,Sp18 Out,contamination_ratio,π0 contam.,6.12789046447634,5.067204039478422,5.12789046447634,4.067204039478422,2177,,,,,,,,
outbending,Sp18 Out,contamination_ratio,π0 contam.,6.114706668995532,4.297780758633249,5.114706668995532,3.297780758633249,2614,,,,,,,,
inbending,Sp18 Inb,contamination_ratio,π0 contam.,6.105158398937075,5.077951285733442,5.105158398937075,4.077951285733442,1882,,,,,,,,
inbending,Sp19 Inb,contamination_ratio,π0 contam.,6.103802277226866,6.301079421992901,5.103802277226866,5.301079421992901,1845,,,,,,,,
outbending,Sp18 Out,contamination_ratio,π0 contam.,6.0630351585992415,22.142920510180073,5.0630351585992415,21.142920510180073,1179,,,,,,,,
inbending,Sp18 Inb,contamination_ratio,π0 contam.,6.054774069779357,4.764004804136314,5.054774069779357,3.764004804136314,760,,,,,,,,
outbending,Fa18 Out,contamination_ratio,π0 contam.,6.051235829000519,3.911857387912588,5.051235829000519,2.911857387912588,2541,,,,,,,,
outbending,Sp18 Out,contamination_ratio,π0 contam.,6.026667573436417,5.4782387161872155,5.026667573436417,4.4782387161872155,1607,,,,,,,,
