# phi(deg) q2(GeV2) xb t(GeV2) Eb(GeV) A sigA
216.988005 1.665630 0.194603 -0.247692 6.535 -0.168829 0.047969
237.779530 1.661775 0.197298 -0.240234 6.535 -0.274783 0.042425
256.092745 1.703310 0.207752 -0.237664 6.535 -0.297630 0.034762
273.741527 1.715569 0.212275 -0.228628 6.535 -0.319246 0.030554
291.358773 1.736018 0.215338 -0.223412 6.535 -0.272190 0.033864
307.813162 1.718028 0.218588 -0.217991 6.535 -0.249266 0.031801
323.047563 1.704951 0.225944 -0.218181 6.535 -0.230173 0.064057
337.271470 1.672471 0.230948 -0.215838 6.535 -0.140938 0.030139
352.117707 1.674546 0.234681 -0.213182 6.535 -0.046974 0.032392
6.603799 1.620450 0.251574 -0.381902 6.535 0.039329 0.075105
23.904056 1.657680 0.242201 -0.402784 6.535 0.160736 0.151265
38.050944 1.706218 0.228070 -0.404360 6.535 0.255970 0.108568
51.931707 1.739973 0.223346 -0.403233 6.535 0.304652 0.066668
68.015606 1.750388 0.220831 -0.399900 6.535 0.305746 0.036933
86.377196 1.746923 0.220213 -0.398707 6.535 0.269178 0.040169
104.813963 1.728949 0.219231 -0.401670 6.535 0.272185 0.043401
122.673257 1.726520 0.216285 -0.403119 6.535 0.243789 0.052347
143.032087 1.742085 0.212579 -0.402884 6.535 0.162124 0.052182
167.332377 1.745535 0.211367 -0.412423 6.535 0.039847 0.054171
192.460948 1.715687 0.209320 -0.410109 6.535 -0.125310 0.049272
216.643666 1.711978 0.210331 -0.404532 6.535 -0.149968 0.043108
236.673765 1.752469 0.218721 -0.403309 6.535 -0.115871 0.053003
255.425508 1.735021 0.221660 -0.399447 6.535 -0.309788 0.052919
273.647047 1.741232 0.222168 -0.398846 6.535 -0.244676 0.040266
291.395245 1.752052 0.221858 -0.401113 6.535 -0.306391 0.046100
307.476317 1.731513 0.223542 -0.403152 6.535 -0.269019 0.089962
322.493701 1.718444 0.234151 -0.397000 6.535 -0.226128 0.097948
337.237737 1.666660 0.243750 -0.385803 6.535 -0.135392 0.244982
352.012275 1.599721 0.250156 -0.383894 6.535 -0.022673 0.188196
7.451629 1.569245 0.257199 -0.553480 6.535 0.319829 0.249788
24.726780 1.607934 0.247731 -0.596093 6.535 0.111647 0.593086
37.888298 1.689799 0.233989 -0.590051 6.535 0.142181 0.034447
52.056106 1.729584 0.227816 -0.590860 6.535 0.241473 0.059418
68.127642 1.745423 0.223862 -0.589974 6.535 0.279155 0.042439
86.856915 1.755500 0.219760 -0.594130 6.535 0.206003 0.052746
104.582009 1.716485 0.218421 -0.592585 6.535 0.107015 0.055016
122.811200 1.737255 0.220896 -0.592901 6.535 0.163610 0.069347
143.664139 1.725152 0.224891 -0.587607 6.535 0.062682 0.061846
167.683041 1.731672 0.223194 -0.596423 6.535 -0.057854 0.065130
192.632630 1.714918 0.222567 -0.590624 6.535 0.053618 0.061495
216.229798 1.710720 0.221326 -0.589520 6.535 -0.144527 0.059531
236.646096 1.737763 0.220209 -0.592807 6.535 -0.128325 0.064531
