# phi(deg) q2(GeV2) xb t(GeV2) Eb(GeV) A sigA
247.68222 1.71935 0.12603 -0.52312 10.60410 0.05276 0.01269
262.77893 1.71935 0.12603 -0.52312 10.60410 0.06726 0.00909
277.86632 1.71935 0.12603 -0.52312 10.60410 0.08500 0.00876
293.01938 1.71935 0.12603 -0.52312 10.60410 0.10848 0.01141
308.19702 1.71935 0.12603 -0.52312 10.60410 0.15968 0.01692
323.50744 1.71935 0.12603 -0.52312 10.60410 0.37133 0.02047
338.95639 1.71935 0.12603 -0.52312 10.60410 1.36104 0.08154
20.81420 1.64842 0.13541 -0.69294 10.60410 0.56118 0.04716
36.43967 1.64842 0.13541 -0.69294 10.60410 0.16216 0.01321
51.76586 1.64842 0.13541 -0.69294 10.60410 0.08925 0.01373
73.15883 1.64842 0.13541 -0.69294 10.60410 0.03595 0.00755
134.58182 1.64842 0.13541 -0.69294 10.60410 0.02181 0.00411
157.48644 1.64842 0.13541 -0.69294 10.60410 0.02138 0.00390
172.50133 1.64842 0.13541 -0.69294 10.60410 0.02290 0.00444
195.10380 1.64842 0.13541 -0.69294 10.60410 0.01193 0.00351
255.84570 1.64842 0.13541 -0.69294 10.60410 0.02242 0.00388
277.85970 1.64842 0.13541 -0.69294 10.60410 0.04410 0.00588
293.00917 1.64842 0.13541 -0.69294 10.60410 0.04322 0.00712
308.26670 1.64842 0.13541 -0.69294 10.60410 0.06091 0.01387
323.54138 1.64842 0.13541 -0.69294 10.60410 0.16422 0.01636
339.22108 1.64842 0.13541 -0.69294 10.60410 0.59203 0.04466
36.44912 1.64159 0.14471 -0.85463 10.60410 0.08733 0.01211
51.76976 1.64159 0.14471 -0.85463 10.60410 0.04724 0.01030
79.20747 1.64159 0.14471 -0.85463 10.60410 0.02185 0.00447
134.65094 1.64159 0.14471 -0.85463 10.60410 0.01694 0.00455
164.90982 1.64159 0.14471 -0.85463 10.60410 0.01811 0.00326
248.94021 1.64159 0.14471 -0.85463 10.60410 0.01554 0.00333
277.84193 1.64159 0.14471 -0.85463 10.60410 0.02182 0.00513
292.99924 1.64159 0.14471 -0.85463 10.60410 0.03401 0.00854
323.54079 1.64159 0.14471 -0.85463 10.60410 0.07370 0.01063
7.36327 2.13587 0.13728 -0.12917 10.60410 4.49425 0.27693
22.14465 2.13587 0.13728 -0.12917 10.60410 2.87098 0.17181
37.04282 2.13587 0.13728 -0.12917 10.60410 2.01414 0.14028
52.09015 2.13587 0.13728 -0.12917 10.60410 1.45667 0.12475
67.15529 2.13587 0.13728 -0.12917 10.60410 1.10852 0.13156
82.18204 2.13587 0.13728 -0.12917 10.60410 0.92210 0.17317
195.16828 2.13587 0.13728 -0.12917 10.60410 0.32969 0.07484
271.27341 2.13587 0.13728 -0.12917 10.60410 0.99413 0.26199
292.87520 2.13587 0.13728 -0.12917 10.60410 1.41193 0.17164
307.89785 2.13587 0.13728 -0.12917 10.60410 1.50231 0.10736
322.89299 2.13587 0.13728 -0.12917 10.60410 2.16337 0.13035
337.85910 2.13587 0.13728 -0.12917 10.60410 2.93775 0.18989
352.63527 2.13587 0.13728 -0.12917 10.60410 3.98255 0.29293
7.12754 2.13551 0.13680 -0.19743 10.60410 4.66907 0.25253
21.84653 2.13551 0.13680 -0.19743 10.60410 2.90808 0.11749
36.85654 2.13551 0.13680 -0.19743 10.60410 1.58928 0.06080
51.97655 2.13551 0.13680 -0.19743 10.60410 0.98859 0.05041
67.06566 2.13551 0.13680 -0.19743 10.60410 0.77441 0.05743
82.16903 2.13551 0.13680 -0.19743 10.60410 0.65783 0.10204
97.21067 2.13551 0.13680 -0.19743 10.60410 0.33599 0.05542
112.26453 2.13551 0.13680 -0.19743 10.60410 0.28404 0.03360
127.29818 2.13551 0.13680 -0.19743 10.60410 0.22085 0.01924
142.36029 2.13551 0.13680 -0.19743 10.60410 0.25784 0.01858
157.44782 2.13551 0.13680 -0.19743 10.60410 0.20614 0.01589
172.48230 2.13551 0.13680 -0.19743 10.60410 0.17978 0.01948
187.54664 2.13551 0.13680 -0.19743 10.60410 0.17805 0.02522
210.34309 2.13551 0.13680 -0.19743 10.60410 0.17766 0.02777
265.32042 2.13551 0.13680 -0.19743 10.60410 0.28758 0.04908
292.95855 2.13551 0.13680 -0.19743 10.60410 0.65499 0.04926
308.02351 2.13551 0.13680 -0.19743 10.60410 1.04463 0.04872
323.11730 2.13551 0.13680 -0.19743 10.60410 1.75632 0.06449
338.13357 2.13551 0.13680 -0.19743 10.60410 2.76714 0.11839
352.85572 2.13551 0.13680 -0.19743 10.60410 4.21853 0.23735
21.30197 2.12600 0.13185 -0.34354 10.60410 2.81011 0.15753
36.67492 2.12600 0.13185 -0.34354 10.60410 0.97704 0.03685
51.84744 2.12600 0.13185 -0.34354 10.60410 0.48756 0.02521
73.12658 2.12600 0.13185 -0.34354 10.60410 0.29772 0.03005
103.87020 2.12600 0.13185 -0.34354 10.60410 0.12658 0.01696
127.30041 2.12600 0.13185 -0.34354 10.60410 0.11250 0.01075
142.37789 2.12600 0.13185 -0.34354 10.60410 0.10088 0.00813
157.43294 2.12600 0.13185 -0.34354 10.60410 0.07812 0.00636
172.46293 2.12600 0.13185 -0.34354 10.60410 0.06528 0.00721
187.52246 2.12600 0.13185 -0.34354 10.60410 0.08739 0.01247
202.54727 2.12600 0.13185 -0.34354 10.60410 0.07279 0.01445
234.18348 2.12600 0.13185 -0.34354 10.60410 0.10481 0.01643
262.80497 2.12600 0.13185 -0.34354 10.60410 0.09825 0.01449
277.87056 2.12600 0.13185 -0.34354 10.60410 0.14379 0.02233
293.00616 2.12600 0.13185 -0.34354 10.60410 0.30988 0.02994
308.15566 2.12600 0.13185 -0.34354 10.60410 0.48483 0.02555
323.33509 2.12600 0.13185 -0.34354 10.60410 0.97150 0.03547
338.69946 2.12600 0.13185 -0.34354 10.60410 2.70322 0.14561
36.48190 2.09828 0.13270 -0.47424 10.60410 0.48240 0.02171
51.79799 2.09828 0.13270 -0.47424 10.60410 0.26195 0.01842
66.98073 2.09828 0.13270 -0.47424 10.60410 0.16390 0.03903
112.26732 2.09828 0.13270 -0.47424 10.60410 0.07006 0.01568
127.31358 2.09828 0.13270 -0.47424 10.60410 0.04313 0.00717
142.38573 2.09828 0.13270 -0.47424 10.60410 0.04434 0.00529
157.43395 2.09828 0.13270 -0.47424 10.60410 0.04113 0.00468
172.48276 2.09828 0.13270 -0.47424 10.60410 0.04389 0.00574
